district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,5.2,5.3,
Badgam,Jammu & Kashmir,2,1,6.8,6.9,
Leh(Ladakh),Jammu & Kashmir,3,1,2.1,1.7,2.9
Kargil,Jammu & Kashmir,4,1,1,1,
Punch,Jammu & Kashmir,5,1,3.4,3,
Rajouri,Jammu & Kashmir,6,1,3.6,3.3,
Kathua,Jammu & Kashmir,7,1,4.3,4.3,
Baramula,Jammu & Kashmir,8,1,3.7,2.9,
Bandipore,Jammu & Kashmir,9,1,5.2,4.3,
Srinagar,Jammu & Kashmir,10,1,9.3,,9.3
Ganderbal,Jammu & Kashmir,11,1,5.6,5.6,
Pulwama,Jammu & Kashmir,12,1,3.3,3.3,
Shupiyan,Jammu & Kashmir,13,1,7.5,7.3,
Anantnag,Jammu & Kashmir,14,1,7.5,6.6,
Kulgam,Jammu & Kashmir,15,1,5.7,4.8,
Doda,Jammu & Kashmir,16,1,3.2,3.2,
Ramban,Jammu & Kashmir,17,1,2.7,2.9,
Kishtwar,Jammu & Kashmir,18,1,2.6,2.5,
Udhampur,Jammu & Kashmir,19,1,3.7,3,
Reasi,Jammu & Kashmir,20,1,3.3,3.3,
Jammu,Jammu & Kashmir,21,1,7.5,6.2,9
Samba,Jammu & Kashmir,22,1,6.9,6.8,
Chamba,Himachal Pradesh,23,2,3.7,3.1,
Kangra,Himachal Pradesh,24,2,7.3,7.5,
Lahul and Spiti,Himachal Pradesh,25,2,2.7,2.7,
Kullu,Himachal Pradesh,26,2,3.8,3.4,
Mandi,Himachal Pradesh,27,2,3.6,2.9,
Hamirpur,Himachal Pradesh,28,2,5.8,6.1,
Una,Himachal Pradesh,29,2,9,8.7,
Bilaspur,Himachal Pradesh,30,2,6.6,6.8,
Solan,Himachal Pradesh,31,2,5.7,5.5,
Sirmaur,Himachal Pradesh,32,2,6.5,5.6,
Shimla,Himachal Pradesh,33,2,6.8,6.7,
Kinnaur,Himachal Pradesh,34,2,3.8,3.8,
Gurdaspur,Punjab,35,3,7.5,6.4,
Kapurthala,Punjab,36,3,7.7,6.7,9.5
Jalandhar,Punjab,37,3,5.7,7.4,4.2
Hoshiarpur,Punjab,38,3,8,7.4,
Sahid Bhagat Singh Nagar,Punjab,39,3,5.7,5.5,6.7
Fatehgarh Sahib,Punjab,40,3,6,5.8,6.3
Ludhiana,Punjab,41,3,5.3,6.6,4.5
Moga,Punjab,42,3,5,5.2,
Firozpur,Punjab,43,3,8.2,8.2,
Muktsar,Punjab,44,3,5.9,4.2,
Faridkot,Punjab,45,3,6.6,6.3,7.5
Bathinda,Punjab,46,3,4.6,4.9,4.2
Mansa,Punjab,47,3,5.3,5.3,
Patiala,Punjab,48,3,5.4,6.1,4.6
Amritsar,Punjab,49,3,4.9,6.2,3.8
Tarn Taran,Punjab,50,3,7.7,7.8,
Rup Nagar,Punjab,51,3,7.3,7.3,
Sahibzada Ajit Singh Nagar,Punjab,52,3,5.4,5.3,5.5
Sangrur,Punjab,53,3,4.7,4.4,
Barnala,Punjab,54,3,5.8,5.6,6.2
Uttarkashi,Uttarakhand,56,5,4.5,4.3,
Chamoli,Uttarakhand,57,5,3.9,3.8,
Rudraprayag,Uttarakhand,58,5,3.9,3.8,
Tehri Garhwal,Uttarakhand,59,5,4.4,4.6,
Dehradun,Uttarakhand,60,5,5.7,6.3,5.4
Garhwal,Uttarakhand,61,5,7.1,7.9,
Pithoragarh,Uttarakhand,62,5,6.4,6.6,
Bageshwar,Uttarakhand,63,5,4.3,4.3,
Almora,Uttarakhand,64,5,4.8,4.6,
Champawat,Uttarakhand,65,5,8,8.5,
Nainital,Uttarakhand,66,5,7.3,7.5,6.9
Udham Singh Nagar,Uttarakhand,67,5,7.4,6.7,8.4
Hardwar,Uttarakhand,68,5,6.5,6.6,6.2
Panchkula,Haryana,69,6,5.4,5.2,5.6
Ambala,Haryana,70,6,4.4,3.6,5.4
Yamunanagar,Haryana,71,6,4.9,4.9,4.7
Kurukshetra,Haryana,72,6,2.9,2.8,
Kaithal,Haryana,73,6,4.8,5.1,
Karnal,Haryana,74,6,4,4.1,3.7
Panipat,Haryana,75,6,8.6,4.4,12.2
Sonipat,Haryana,76,6,4.5,4.7,4.1
Jind,Haryana,77,6,3.1,3.5,
Fatehabad,Haryana,78,6,3.9,3,
Sirsa,Haryana,79,6,4.1,3.5,
Hisar,Haryana,80,6,3,3,3
Bhiwani,Haryana,81,6,4.3,4.2,
Rohtak,Haryana,82,6,4.5,3.3,6.2
Jhajjar,Haryana,83,6,5.2,6,
Mahendragarh,Haryana,84,6,2.8,2.6,
Rewari,Haryana,85,6,6.6,5.9,
Gurgaon,Haryana,86,6,6.5,6.7,6.4
Mewat,Haryana,87,6,4.4,4.4,
Faridabad,Haryana,88,6,6.4,,6.3
Palwal,Haryana,89,6,5.3,4.4,
North West,NCT Delhi,90,7,7.6,,7.6
North,NCT Delhi,91,7,5.8,,5.9
North East,NCT Delhi,92,7,12.2,,12.2
East,NCT Delhi,93,7,5.6,,5.6
New Delhi,NCT Delhi,94,7,4.8,,4.8
Central,NCT Delhi,95,7,7.2,,7.2
West,NCT Delhi,96,7,6.5,,6.5
South West,NCT Delhi,97,7,7.7,,8
South,NCT Delhi,98,7,6.6,,6.6
Ganganagar,Rajasthan,99,8,5.3,6.3,
Hanumangarh,Rajasthan,100,8,3.7,3.7,
Bikaner,Rajasthan,101,8,3.9,3.3,5
Churu,Rajasthan,102,8,2.6,2.4,
Jhunjhunun,Rajasthan,103,8,2.4,2.2,
Alwar,Rajasthan,104,8,2.6,2.4,
Bharatpur,Rajasthan,105,8,3.1,3,
Dhaulpur,Rajasthan,106,8,2.5,2.2,
Karauli,Rajasthan,107,8,3.1,3.1,
Sawai Madhopur,Rajasthan,108,8,3.4,3.3,
Dausa,Rajasthan,109,8,2.5,2.7,
Jaipur,Rajasthan,110,8,3,3.2,2.9
Sikar,Rajasthan,111,8,3.9,4,
Nagaur,Rajasthan,112,8,3,2.7,
Jodhpur,Rajasthan,113,8,3.2,2.6,4.4
Jaisalmer,Rajasthan,114,8,1.9,1.8,
Barmer,Rajasthan,115,8,3,2.8,
Jalor,Rajasthan,116,8,3.8,4,
Sirohi,Rajasthan,117,8,3,2.2,
Pali,Rajasthan,118,8,3.7,3.3,
Ajmer,Rajasthan,119,8,5.7,5.4,6.1
Tonk,Rajasthan,120,8,2.6,2.8,
Bundi,Rajasthan,121,8,4.3,3.9,
Bhilwara,Rajasthan,122,8,3,3.1,
Rajsamand,Rajasthan,123,8,4.4,4,
Dungarpur,Rajasthan,124,8,4.6,4.4,
Banswara,Rajasthan,125,8,4.5,4.4,
Chittaurgarh,Rajasthan,126,8,3.9,2.9,
Kota,Rajasthan,127,8,4.6,3.9,5.1
Baran,Rajasthan,128,8,3.9,4.4,
Jhalawar,Rajasthan,129,8,4.3,4.4,
Udaipur,Rajasthan,130,8,2.3,2.4,
Pratapgarh,Rajasthan,131,8,3.6,3.5,
Saharanpur,Uttar Pradesh,132,9,6.7,6.7,6.7
Muzaffarnagar,Uttar Pradesh,133,9,6.5,6.5,
Bijnor,Uttar Pradesh,134,9,5.6,5.4,
Moradabad,Uttar Pradesh,135,9,6.6,6.2,7.2
Rampur,Uttar Pradesh,136,9,7.2,7.1,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,6.2,6.2,
Meerut,Uttar Pradesh,138,9,6,4.5,6.7
Baghpat,Uttar Pradesh,139,9,7.2,7.2,
Ghaziabad,Uttar Pradesh,140,9,6.6,5.3,7.1
Gautam Buddha Nagar,Uttar Pradesh,141,9,4.7,3.5,5.3
Bulandshahr,Uttar Pradesh,142,9,3.7,3,
Aligarh,Uttar Pradesh,143,9,4.5,4.5,4.7
Mahamaya Nagar,Uttar Pradesh,144,9,4.7,5,
Mathura,Uttar Pradesh,145,9,3.5,2.8,
Agra,Uttar Pradesh,146,9,3.2,2.8,3.6
Firozabad,Uttar Pradesh,147,9,4,3.9,4.2
Mainpuri,Uttar Pradesh,148,9,2.9,2.9,
Budaun,Uttar Pradesh,149,9,4.3,3.6,
Bareilly,Uttar Pradesh,150,9,8.2,7.7,9
Pilibhit,Uttar Pradesh,151,9,8.3,8.3,
Shahjahanpur,Uttar Pradesh,152,9,6,6,
Kheri,Uttar Pradesh,153,9,3.2,3.1,
Sitapur,Uttar Pradesh,154,9,4.3,4.2,
Hardoi,Uttar Pradesh,155,9,4.3,3.6,
Unnao,Uttar Pradesh,156,9,2.9,2.7,
Lucknow,Uttar Pradesh,157,9,5.1,4.5,5.4
Rae Bareli,Uttar Pradesh,158,9,2.6,2.6,
Farrukhabad,Uttar Pradesh,159,9,3.9,3.7,
Kannauj,Uttar Pradesh,160,9,2.8,2.8,
Etawah,Uttar Pradesh,161,9,4.2,3.6,
Auraiya,Uttar Pradesh,162,9,2.5,2.4,
Kanpur Dehat,Uttar Pradesh,163,9,2.3,2,
Kanpur Nagar,Uttar Pradesh,164,9,3.2,3,3.2
