district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,47.3,49.1,
Badgam,Jammu & Kashmir,2,1,59.7,57.2,
Leh(Ladakh),Jammu & Kashmir,3,1,70.3,61.8,83.3
Kargil,Jammu & Kashmir,4,1,77.4,77.4,
Punch,Jammu & Kashmir,5,1,60.4,60.8,
Rajouri,Jammu & Kashmir,6,1,44.3,43.7,
Kathua,Jammu & Kashmir,7,1,55.2,54.9,
Baramula,Jammu & Kashmir,8,1,55.6,60.7,
Bandipore,Jammu & Kashmir,9,1,53.7,53.4,
Srinagar,Jammu & Kashmir,10,1,49.6,,49.6
Ganderbal,Jammu & Kashmir,11,1,66,65.4,
Pulwama,Jammu & Kashmir,12,1,64.6,65.2,
Shupiyan,Jammu & Kashmir,13,1,60.8,62.4,
Anantnag,Jammu & Kashmir,14,1,72.3,74.4,
Kulgam,Jammu & Kashmir,15,1,69.4,70,
Doda,Jammu & Kashmir,16,1,28.3,25.2,
Ramban,Jammu & Kashmir,17,1,47.4,47.1,
Kishtwar,Jammu & Kashmir,18,1,54.7,54,
Udhampur,Jammu & Kashmir,19,1,58.8,60.9,
Reasi,Jammu & Kashmir,20,1,39.5,38.6,
Jammu,Jammu & Kashmir,21,1,42.3,48.9,34.3
Samba,Jammu & Kashmir,22,1,38.6,40.3,
Chamba,Himachal Pradesh,23,2,8.6,9.5,
Kangra,Himachal Pradesh,24,2,7.3,7.5,
Lahul and Spiti,Himachal Pradesh,25,2,28.2,28.2,
Kullu,Himachal Pradesh,26,2,17.8,18,
Mandi,Himachal Pradesh,27,2,21,19.6,
Hamirpur,Himachal Pradesh,28,2,9.2,9.7,
Una,Himachal Pradesh,29,2,13.3,13.5,
Bilaspur,Himachal Pradesh,30,2,12.8,12.4,
Solan,Himachal Pradesh,31,2,12.5,12.3,
Sirmaur,Himachal Pradesh,32,2,10.2,11,
Shimla,Himachal Pradesh,33,2,17.5,20,
Kinnaur,Himachal Pradesh,34,2,29.1,29.1,
Gurdaspur,Punjab,35,3,13,13.3,
Kapurthala,Punjab,36,3,30.2,32.3,26.3
Jalandhar,Punjab,37,3,22.5,30.8,17.7
Hoshiarpur,Punjab,38,3,31.4,33.5,
Sahid Bhagat Singh Nagar,Punjab,39,3,23.7,24,-22.5
Fatehgarh Sahib,Punjab,40,3,18.1,19.9,14.6
Ludhiana,Punjab,41,3,11.2,18.7,6.1
Moga,Punjab,42,3,27.4,29,
Firozpur,Punjab,43,3,20.6,23.8,
Muktsar,Punjab,44,3,19.4,22.7,
Faridkot,Punjab,45,3,23.3,23,23.9
Bathinda,Punjab,46,3,16.6,21,12.1
Mansa,Punjab,47,3,23,26,
Patiala,Punjab,48,3,16.4,17.2,15.5
Amritsar,Punjab,49,3,18.9,24.3,13.9
Tarn Taran,Punjab,50,3,25.6,24.4,
Rup Nagar,Punjab,51,3,26.2,27,
Sahibzada Ajit Singh Nagar,Punjab,52,3,12.2,16.6,9.2
Sangrur,Punjab,53,3,8.9,11.2,
Barnala,Punjab,54,3,30.4,33.5,24
Uttarkashi,Uttarakhand,56,5,79.2,80,
Chamoli,Uttarakhand,57,5,67.1,68.3,
Rudraprayag,Uttarakhand,58,5,62.7,63.8,
Tehri Garhwal,Uttarakhand,59,5,64.9,68.9,
Dehradun,Uttarakhand,60,5,50,53.9,46.8
Garhwal,Uttarakhand,61,5,60.9,58.4,
Pithoragarh,Uttarakhand,62,5,81.6,83.6,
Bageshwar,Uttarakhand,63,5,76.8,77.2,
Almora,Uttarakhand,64,5,60.8,61.5,
Champawat,Uttarakhand,65,5,50.3,55.4,
Nainital,Uttarakhand,66,5,44.3,43.4,45.3
Udham Singh Nagar,Uttarakhand,67,5,40.8,46.7,32.4
Hardwar,Uttarakhand,68,5,30.2,28.6,31.7
Panchkula,Haryana,69,6,11.1,16.6,7
Ambala,Haryana,70,6,23.8,20.1,27.7
Yamunanagar,Haryana,71,6,11.3,17,3
Kurukshetra,Haryana,72,6,16,19.1,
Kaithal,Haryana,73,6,17.2,21,
Karnal,Haryana,74,6,18.5,21.4,11.1
Panipat,Haryana,75,6,6.8,13.1,1
Sonipat,Haryana,76,6,23.7,31.3,5.9
Jind,Haryana,77,6,19.5,19.2,
Fatehabad,Haryana,78,6,20.6,17.4,
Sirsa,Haryana,79,6,17.4,22.5,
Hisar,Haryana,80,6,15.6,16.4,12.9
Bhiwani,Haryana,81,6,8.7,9.2,
Rohtak,Haryana,82,6,9.8,12,6.3
Jhajjar,Haryana,83,6,6.1,6.5,
Mahendragarh,Haryana,84,6,24.2,20.7,
Rewari,Haryana,85,6,11.7,11.4,
Gurgaon,Haryana,86,6,1.4,3.8,0.6
Mewat,Haryana,87,6,7,4.4,
Faridabad,Haryana,88,6,10.6,,10.4
Palwal,Haryana,89,6,2.1,2.5,
North West,NCT Delhi,90,7,7.4,,7.4
North,NCT Delhi,91,7,4,,4.1
North East,NCT Delhi,92,7,5.5,,5.5
East,NCT Delhi,93,7,2.9,,2.9
New Delhi,NCT Delhi,94,7,4.1,,4.1
Central,NCT Delhi,95,7,7.6,,7.6
West,NCT Delhi,96,7,11.5,,11.5
South West,NCT Delhi,97,7,3.4,,3.5
South,NCT Delhi,98,7,15.3,,15.3
Ganganagar,Rajasthan,99,8,54.4,60.1,
Hanumangarh,Rajasthan,100,8,44.6,44.9,
Bikaner,Rajasthan,101,8,54.9,62.6,43.5
Churu,Rajasthan,102,8,64.8,68.1,
Jhunjhunun,Rajasthan,103,8,43.3,44.1,
Alwar,Rajasthan,104,8,61.9,63.1,
Bharatpur,Rajasthan,105,8,65.6,65.9,
Dhaulpur,Rajasthan,106,8,61.2,64.4,
Karauli,Rajasthan,107,8,52.9,53,
Sawai Madhopur,Rajasthan,108,8,57.5,58.3,
Dausa,Rajasthan,109,8,58.3,60.7,
Jaipur,Rajasthan,110,8,46.5,56.8,35.9
Sikar,Rajasthan,111,8,36.7,43.3,
Nagaur,Rajasthan,112,8,48.8,49.6,
Jodhpur,Rajasthan,113,8,50.7,56.3,41.5
Jaisalmer,Rajasthan,114,8,58.7,60.8,
Barmer,Rajasthan,115,8,47.9,49.8,
Jalor,Rajasthan,116,8,36.8,37.1,
Sirohi,Rajasthan,117,8,71.3,73.5,
Pali,Rajasthan,118,8,61.3,58.8,
Ajmer,Rajasthan,119,8,61,66.1,50.7
Tonk,Rajasthan,120,8,69.9,67.3,
Bundi,Rajasthan,121,8,68.2,72.3,
Bhilwara,Rajasthan,122,8,67.9,69.8,
Rajsamand,Rajasthan,123,8,57.1,58.2,
Dungarpur,Rajasthan,124,8,52.9,54.2,
Banswara,Rajasthan,125,8,62.9,64,
Chittaurgarh,Rajasthan,126,8,71.9,71.8,
Kota,Rajasthan,127,8,54.5,71.7,43.6
Baran,Rajasthan,128,8,72.1,70.3,
Jhalawar,Rajasthan,129,8,69.2,69.1,
Udaipur,Rajasthan,130,8,61.9,63.6,
Pratapgarh,Rajasthan,131,8,61.2,61.2,
Saharanpur,Uttar Pradesh,132,9,43.5,53.9,22.6
Muzaffarnagar,Uttar Pradesh,133,9,42.4,48.6,
Bijnor,Uttar Pradesh,134,9,31.1,34.1,
Moradabad,Uttar Pradesh,135,9,31.7,38.3,17.8
Rampur,Uttar Pradesh,136,9,40.9,43.8,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,41.3,45.3,
Meerut,Uttar Pradesh,138,9,24.2,36,16.5
Baghpat,Uttar Pradesh,139,9,33.8,37.7,
Ghaziabad,Uttar Pradesh,140,9,15.9,25.2,12.1
Gautam Buddha Nagar,Uttar Pradesh,141,9,21.2,20.6,21.5
Bulandshahr,Uttar Pradesh,142,9,41.5,47.9,
Aligarh,Uttar Pradesh,143,9,40.5,47.1,26.1
Mahamaya Nagar,Uttar Pradesh,144,9,49.2,53.6,
Mathura,Uttar Pradesh,145,9,22.2,26.5,
Agra,Uttar Pradesh,146,9,34.6,50.6,17
Firozabad,Uttar Pradesh,147,9,45.3,58.8,18.6
Mainpuri,Uttar Pradesh,148,9,50.6,53.7,
Budaun,Uttar Pradesh,149,9,55.4,63.6,
Bareilly,Uttar Pradesh,150,9,42.5,55.2,20.9
Pilibhit,Uttar Pradesh,151,9,50.7,57.2,
Shahjahanpur,Uttar Pradesh,152,9,56.8,63.1,
Kheri,Uttar Pradesh,153,9,64.7,67,
Sitapur,Uttar Pradesh,154,9,52.6,53.7,
Hardoi,Uttar Pradesh,155,9,61.5,64.1,
Unnao,Uttar Pradesh,156,9,54.7,56.6,
Lucknow,Uttar Pradesh,157,9,42.2,60.8,30.2
Rae Bareli,Uttar Pradesh,158,9,65.7,69.3,
Farrukhabad,Uttar Pradesh,159,9,48.7,51.2,
Kannauj,Uttar Pradesh,160,9,52.7,57.2,
Etawah,Uttar Pradesh,161,9,54.6,63.8,
Auraiya,Uttar Pradesh,162,9,56,59.1,
Kanpur Dehat,Uttar Pradesh,163,9,52.2,53.6,
Kanpur Nagar,Uttar Pradesh,164,9,36.1,60.3,23.3
Jalaun,Uttar Pradesh,165,9,61,66.5,
Jhansi,Uttar Pradesh,166,9,53.4,69.8,32.1
Lalitpur,Uttar Pradesh,167,9,76.3,77.9,
Hamirpur,Uttar Pradesh,168,9,73,76.8,
Mahoba,Uttar Pradesh,169,9,65.9,68.6,
Banda,Uttar Pradesh,170,9,68.6,71,
Chitrakoot,Uttar Pradesh,171,9,77.3,80.5,
Fatehpur,Uttar Pradesh,172,9,56.8,59.6,
Pratapgarh,Uttar Pradesh,173,9,60.7,61.2,
Kaushambi,Uttar Pradesh,174,9,70.2,70.1,
Allahabad,Uttar Pradesh,175,9,49.3,53.7,
Bara Banki,Uttar Pradesh,176,9,51.1,53.9,
Faizabad,Uttar Pradesh,177,9,65.8,68.3,
Ambedkar Nagar,Uttar Pradesh,178,9,49.8,53.7,
Sultanpur,Uttar Pradesh,179,9,57,58.2,
Bahraich,Uttar Pradesh,180,9,50.5,53.8,
Shrawasti,Uttar Pradesh,181,9,55.3,56.6,
Balrampur,Uttar Pradesh,182,9,35.5,33.6,
Gonda,Uttar Pradesh,183,9,42,43.6,
Siddharthnagar,Uttar Pradesh,184,9,46.6,47.9,
Basti,Uttar Pradesh,185,9,64.2,65.4,
Sant Kabir Nagar,Uttar Pradesh,186,9,66.4,66.6,
Maharajganj,Uttar Pradesh,187,9,67.8,69,
Gorakhpur,Uttar Pradesh,188,9,48.5,52.1,
Kushinagar,Uttar Pradesh,189,9,58.4,61.9,
