district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,34.6,34.1,
Badgam,Jammu & Kashmir,2,1,63.1,61.8,
Leh(Ladakh),Jammu & Kashmir,3,1,69.8,72,66.1
Kargil,Jammu & Kashmir,4,1,59.3,60.1,
Punch,Jammu & Kashmir,5,1,44.1,43,
Rajouri,Jammu & Kashmir,6,1,24.9,23.4,
Kathua,Jammu & Kashmir,7,1,62.3,63,
Baramula,Jammu & Kashmir,8,1,45.6,46.1,
Bandipore,Jammu & Kashmir,9,1,37.6,36.5,
Srinagar,Jammu & Kashmir,10,1,64.6,,64.5
Ganderbal,Jammu & Kashmir,11,1,46.5,47.3,
Pulwama,Jammu & Kashmir,12,1,37.3,37.2,
Shupiyan,Jammu & Kashmir,13,1,32.9,33.8,
Anantnag,Jammu & Kashmir,14,1,37.9,35.1,
Kulgam,Jammu & Kashmir,15,1,36.8,36,
Doda,Jammu & Kashmir,16,1,22.1,22.3,
Ramban,Jammu & Kashmir,17,1,28.1,27.6,
Kishtwar,Jammu & Kashmir,18,1,38.3,39.5,
Udhampur,Jammu & Kashmir,19,1,58.3,57.7,
Reasi,Jammu & Kashmir,20,1,47.1,46.4,
Jammu,Jammu & Kashmir,21,1,54.2,51.1,57.8
Samba,Jammu & Kashmir,22,1,27.4,27.7,
Chamba,Himachal Pradesh,23,2,43,44.2,
Kangra,Himachal Pradesh,24,2,41.3,40.9,
Lahul and Spiti,Himachal Pradesh,25,2,58.7,58.7,
Kullu,Himachal Pradesh,26,2,58.3,58.7,
Mandi,Himachal Pradesh,27,2,62.7,63.3,
Hamirpur,Himachal Pradesh,28,2,43,44.6,
Una,Himachal Pradesh,29,2,32.6,33.5,
Bilaspur,Himachal Pradesh,30,2,50.2,50.8,
Solan,Himachal Pradesh,31,2,67.7,71.5,
Sirmaur,Himachal Pradesh,32,2,56.8,56.6,
Shimla,Himachal Pradesh,33,2,64.7,66,
Kinnaur,Himachal Pradesh,34,2,57.9,57.9,
Gurdaspur,Punjab,35,3,68.5,70.7,
Kapurthala,Punjab,36,3,65,63.5,67.6
Jalandhar,Punjab,37,3,55.7,48.4,61.4
Hoshiarpur,Punjab,38,3,63.5,63.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,49.9,51.3,44.3
Fatehgarh Sahib,Punjab,40,3,57,57.6,55.8
Ludhiana,Punjab,41,3,61.7,64.3,60.1
Moga,Punjab,42,3,67.4,66.4,
Firozpur,Punjab,43,3,75.1,76.9,
Muktsar,Punjab,44,3,79.2,78.5,
