district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,88.5,86.8,
Badgam,Jammu & Kashmir,2,1,78.8,77.5,
Leh(Ladakh),Jammu & Kashmir,3,1,85.9,88.6,82.2
Kargil,Jammu & Kashmir,4,1,91.2,87.1,
Punch,Jammu & Kashmir,5,1,90.5,90.3,
Rajouri,Jammu & Kashmir,6,1,87.6,87.6,
Kathua,Jammu & Kashmir,7,1,91.4,89.9,
Baramula,Jammu & Kashmir,8,1,84.5,81.4,
Bandipore,Jammu & Kashmir,9,1,84.1,80.6,
Srinagar,Jammu & Kashmir,10,1,84.3,,85
Ganderbal,Jammu & Kashmir,11,1,83.2,81.7,
Pulwama,Jammu & Kashmir,12,1,88.3,88.4,
Shupiyan,Jammu & Kashmir,13,1,87.3,86.7,
Anantnag,Jammu & Kashmir,14,1,86.9,89.5,
Kulgam,Jammu & Kashmir,15,1,83.7,83.4,
Doda,Jammu & Kashmir,16,1,83.6,82.8,
Ramban,Jammu & Kashmir,17,1,82.1,80.5,
Kishtwar,Jammu & Kashmir,18,1,86.2,85.1,
Udhampur,Jammu & Kashmir,19,1,88.7,86.6,
Reasi,Jammu & Kashmir,20,1,84.4,84.3,
Jammu,Jammu & Kashmir,21,1,93,94.2,91.9
Samba,Jammu & Kashmir,22,1,94.4,94.6,
Chamba,Himachal Pradesh,23,2,92.6,93.1,
Kangra,Himachal Pradesh,24,2,96.7,97.4,
Lahul and Spiti,Himachal Pradesh,25,2,91,91,
Kullu,Himachal Pradesh,26,2,96.8,97.5,
Mandi,Himachal Pradesh,27,2,96.4,96.5,
Hamirpur,Himachal Pradesh,28,2,99.3,99.2,
Una,Himachal Pradesh,29,2,94.2,94.6,
Bilaspur,Himachal Pradesh,30,2,97.3,97.8,
Solan,Himachal Pradesh,31,2,98,97.1,
Sirmaur,Himachal Pradesh,32,2,95.6,94.6,
Shimla,Himachal Pradesh,33,2,94.9,95.9,
Kinnaur,Himachal Pradesh,34,2,97.4,97.4,
Gurdaspur,Punjab,35,3,90.4,90.7,
Kapurthala,Punjab,36,3,87.3,89.6,82.9
Jalandhar,Punjab,37,3,90.5,89.7,91.2
Hoshiarpur,Punjab,38,3,81.7,76,
Sahid Bhagat Singh Nagar,Punjab,39,3,96.3,97.9,*
Fatehgarh Sahib,Punjab,40,3,95.2,95.3,94.9
Ludhiana,Punjab,41,3,87.2,83.3,89.3
Moga,Punjab,42,3,85.6,83.1,
Firozpur,Punjab,43,3,82.4,84.4,
Muktsar,Punjab,44,3,89,83.6,
Faridkot,Punjab,45,3,83.9,80.4,97.5
Bathinda,Punjab,46,3,88.6,87.6,90.2
Mansa,Punjab,47,3,87,85.6,
Patiala,Punjab,48,3,94.2,92.6,95.4
Amritsar,Punjab,49,3,85,76.7,93.6
Tarn Taran,Punjab,50,3,76.3,76.8,
Rup Nagar,Punjab,51,3,95.2,95.1,
Sahibzada Ajit Singh Nagar,Punjab,52,3,91,86.2,95.2
Sangrur,Punjab,53,3,86,85.2,
Barnala,Punjab,54,3,80.6,81.7,77.9
Uttarkashi,Uttarakhand,56,5,92.6,92.9,
Chamoli,Uttarakhand,57,5,95.9,97.2,
Rudraprayag,Uttarakhand,58,5,98,97.7,
