district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,18.3,16,
Badgam,Jammu & Kashmir,2,1,34,32.4,
Leh(Ladakh),Jammu & Kashmir,3,1,23.6,21.3,27.6
Kargil,Jammu & Kashmir,4,1,19.9,21.3,
Punch,Jammu & Kashmir,5,1,23.1,22.3,
Rajouri,Jammu & Kashmir,6,1,13.2,12.2,
Kathua,Jammu & Kashmir,7,1,35.3,36.3,
Baramula,Jammu & Kashmir,8,1,24.5,25.7,
Bandipore,Jammu & Kashmir,9,1,21.5,20.7,
Srinagar,Jammu & Kashmir,10,1,37.9,,37.7
Ganderbal,Jammu & Kashmir,11,1,23.7,25.3,
Pulwama,Jammu & Kashmir,12,1,20.9,20.4,
Shupiyan,Jammu & Kashmir,13,1,16,16.3,
Anantnag,Jammu & Kashmir,14,1,15.2,12.7,
Kulgam,Jammu & Kashmir,15,1,11.4,10.1,
Doda,Jammu & Kashmir,16,1,12.4,12.5,
Ramban,Jammu & Kashmir,17,1,12.7,12.4,
Kishtwar,Jammu & Kashmir,18,1,21.7,22.7,
Udhampur,Jammu & Kashmir,19,1,35.2,34.6,
Reasi,Jammu & Kashmir,20,1,27.5,27.8,
Jammu,Jammu & Kashmir,21,1,27.9,27.3,28.6
Samba,Jammu & Kashmir,22,1,13.7,14.1,
Chamba,Himachal Pradesh,23,2,21.8,23,
Kangra,Himachal Pradesh,24,2,24.4,24.4,
Lahul and Spiti,Himachal Pradesh,25,2,28.6,28.6,
Kullu,Himachal Pradesh,26,2,29,29.2,
Mandi,Himachal Pradesh,27,2,51.8,53.6,
Hamirpur,Himachal Pradesh,28,2,31,32.6,
Una,Himachal Pradesh,29,2,15.6,15.9,
Bilaspur,Himachal Pradesh,30,2,39.7,40.6,
Solan,Himachal Pradesh,31,2,50.2,54.6,
Sirmaur,Himachal Pradesh,32,2,39.9,40.8,
Shimla,Himachal Pradesh,33,2,38.7,40.4,
Kinnaur,Himachal Pradesh,34,2,21.4,21.4,
Gurdaspur,Punjab,35,3,42.1,44.7,
Kapurthala,Punjab,36,3,40.4,41.9,37.8
Jalandhar,Punjab,37,3,27,28.9,25.5
Hoshiarpur,Punjab,38,3,37.4,38.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,23.6,24.3,20.6
Fatehgarh Sahib,Punjab,40,3,26,27.8,21.7
Ludhiana,Punjab,41,3,34.2,40.7,30.4
Moga,Punjab,42,3,37.5,38.9,
Firozpur,Punjab,43,3,49.7,53,
Muktsar,Punjab,44,3,49,51.2,
Faridkot,Punjab,45,3,48.1,48.7,46.6
Bathinda,Punjab,46,3,43.2,47.7,37.6
Mansa,Punjab,47,3,42.9,42.8,
Patiala,Punjab,48,3,34.5,37.3,31
Amritsar,Punjab,49,3,36.9,41.5,33.1
Tarn Taran,Punjab,50,3,49.6,50.2,
Rup Nagar,Punjab,51,3,30.3,31.7,
Sahibzada Ajit Singh Nagar,Punjab,52,3,26.9,38.4,17.5
Sangrur,Punjab,53,3,29.4,32.3,
Barnala,Punjab,54,3,43.5,44.8,40.7
Uttarkashi,Uttarakhand,56,5,50.1,51.5,
Chamoli,Uttarakhand,57,5,46.9,48.6,
Rudraprayag,Uttarakhand,58,5,46.6,47.4,
Tehri Garhwal,Uttarakhand,59,5,43.4,45.7,
Dehradun,Uttarakhand,60,5,23.5,28.1,20.9
Garhwal,Uttarakhand,61,5,41.5,42.8,
Pithoragarh,Uttarakhand,62,5,50.5,53.3,
Bageshwar,Uttarakhand,63,5,40.6,41,
Almora,Uttarakhand,64,5,37.4,37.9,
Champawat,Uttarakhand,65,5,44.2,47.7,
Nainital,Uttarakhand,66,5,22,25.2,17.4
Udham Singh Nagar,Uttarakhand,67,5,13.6,15.6,10.7
Hardwar,Uttarakhand,68,5,12.3,12.1,12.6
Panchkula,Haryana,69,6,44.1,51.8,39
Ambala,Haryana,70,6,51.8,51.7,51.9
Yamunanagar,Haryana,71,6,37.1,39,34
Kurukshetra,Haryana,72,6,43.1,44.9,
Kaithal,Haryana,73,6,37.1,41.3,
Karnal,Haryana,74,6,42.7,45.1,37.4
Panipat,Haryana,75,6,46.4,45.2,47.4
Sonipat,Haryana,76,6,47.9,48.4,46.8
Jind,Haryana,77,6,49.6,51.8,
Fatehabad,Haryana,78,6,47.2,48.2,
Sirsa,Haryana,79,6,41.2,47.3,
Hisar,Haryana,80,6,50.8,54.2,42.7
Bhiwani,Haryana,81,6,47.3,51.5,
Rohtak,Haryana,82,6,36.7,42.1,29.1
Jhajjar,Haryana,83,6,50.2,52.7,
Mahendragarh,Haryana,84,6,46.1,47.8,
Rewari,Haryana,85,6,29.6,30.8,
Gurgaon,Haryana,86,6,28.5,25.6,29.4
Mewat,Haryana,87,6,8.6,7.7,
Faridabad,Haryana,88,6,12.7,,12.7
Palwal,Haryana,89,6,21.4,23,
North West,NCT Delhi,90,7,22.3,,22.2
North,NCT Delhi,91,7,20.8,,20.9
North East,NCT Delhi,92,7,15.1,,15.1
East,NCT Delhi,93,7,10.8,,10.8
New Delhi,NCT Delhi,94,7,22.1,,22.1
