district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,972,994,
Badgam,Jammu & Kashmir,2,1,989,989,
Leh(Ladakh),Jammu & Kashmir,3,1,"1,035","1,054",999
Kargil,Jammu & Kashmir,4,1,970,"1,004",
Punch,Jammu & Kashmir,5,1,978,971,
Rajouri,Jammu & Kashmir,6,1,"1,000","1,008",
Kathua,Jammu & Kashmir,7,1,905,897,
Baramula,Jammu & Kashmir,8,1,925,932,
Bandipore,Jammu & Kashmir,9,1,"1,050","1,049",
Srinagar,Jammu & Kashmir,10,1,951,,951
Ganderbal,Jammu & Kashmir,11,1,969,980,
Pulwama,Jammu & Kashmir,12,1,948,947,
Shupiyan,Jammu & Kashmir,13,1,975,975,
Anantnag,Jammu & Kashmir,14,1,999,991,
Kulgam,Jammu & Kashmir,15,1,982,982,
Doda,Jammu & Kashmir,16,1,"1,033","1,036",
Ramban,Jammu & Kashmir,17,1,978,981,
Kishtwar,Jammu & Kashmir,18,1,956,963,
Udhampur,Jammu & Kashmir,19,1,979,975,
Reasi,Jammu & Kashmir,20,1,952,945,
Jammu,Jammu & Kashmir,21,1,966,980,952
Samba,Jammu & Kashmir,22,1,"1,019","1,029",
Chamba,Himachal Pradesh,23,2,"1,128","1,140",
Kangra,Himachal Pradesh,24,2,"1,107","1,111",
Lahul and Spiti,Himachal Pradesh,25,2,994,994,
Kullu,Himachal Pradesh,26,2,"1,015","1,022",
Mandi,Himachal Pradesh,27,2,"1,167","1,175",
Hamirpur,Himachal Pradesh,28,2,"1,225","1,250",
Una,Himachal Pradesh,29,2,"1,097","1,119",
Bilaspur,Himachal Pradesh,30,2,"1,086","1,098",
Solan,Himachal Pradesh,31,2,931,996,
Sirmaur,Himachal Pradesh,32,2,"1,015","1,008",
Shimla,Himachal Pradesh,33,2,997,"1,014",
Kinnaur,Himachal Pradesh,34,2,"1,048","1,048",
Gurdaspur,Punjab,35,3,898,893,
Kapurthala,Punjab,36,3,958,985,911
Jalandhar,Punjab,37,3,953,977,933
Hoshiarpur,Punjab,38,3,943,945,
Sahid Bhagat Singh Nagar,Punjab,39,3,"1,011","1,027",952
Fatehgarh Sahib,Punjab,40,3,927,948,883
Ludhiana,Punjab,41,3,862,929,823
Moga,Punjab,42,3,897,882,
Firozpur,Punjab,43,3,890,907,
Muktsar,Punjab,44,3,860,839,
Faridkot,Punjab,45,3,888,876,924
Bathinda,Punjab,46,3,914,912,916
Mansa,Punjab,47,3,908,910,
Patiala,Punjab,48,3,903,868,944
Amritsar,Punjab,49,3,916,956,883
Tarn Taran,Punjab,50,3,914,915,
Rup Nagar,Punjab,51,3,950,961,
Sahibzada Ajit Singh Nagar,Punjab,52,3,864,842,881
Sangrur,Punjab,53,3,893,874,
Barnala,Punjab,54,3,873,867,884
Uttarkashi,Uttarakhand,56,5,"1,031","1,046",
Chamoli,Uttarakhand,57,5,"1,150","1,177",
Rudraprayag,Uttarakhand,58,5,"1,169","1,192",
Tehri Garhwal,Uttarakhand,59,5,"1,161","1,178",
Dehradun,Uttarakhand,60,5,936,968,918
Garhwal,Uttarakhand,61,5,"1,210","1,249",
Pithoragarh,Uttarakhand,62,5,"1,069","1,075",
Bageshwar,Uttarakhand,63,5,"1,144","1,143",
Almora,Uttarakhand,64,5,"1,259","1,302",
Champawat,Uttarakhand,65,5,"1,154","1,201",
Nainital,Uttarakhand,66,5,"1,005","1,049",946
Udham Singh Nagar,Uttarakhand,67,5,941,983,879
Hardwar,Uttarakhand,68,5,929,948,905
Panchkula,Haryana,69,6,780,829,750
Ambala,Haryana,70,6,846,831,864
Yamunanagar,Haryana,71,6,867,892,829
Kurukshetra,Haryana,72,6,892,904,
Kaithal,Haryana,73,6,889,891,
Karnal,Haryana,74,6,881,886,869
Panipat,Haryana,75,6,846,848,844
Sonipat,Haryana,76,6,830,818,853
Jind,Haryana,77,6,893,878,
Fatehabad,Haryana,78,6,908,916,
Sirsa,Haryana,79,6,913,928,
Hisar,Haryana,80,6,883,877,895
Bhiwani,Haryana,81,6,980,963,
Rohtak,Haryana,82,6,916,925,904
Jhajjar,Haryana,83,6,894,915,
Mahendragarh,Haryana,84,6,876,877,
Rewari,Haryana,85,6,894,891,
Gurgaon,Haryana,86,6,812,889,788
Mewat,Haryana,87,6,932,955,
