district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,66.3,62.8,
Badgam,Jammu & Kashmir,2,1,57.6,55.9,
Leh(Ladakh),Jammu & Kashmir,3,1,71.4,67.4,78.6
Kargil,Jammu & Kashmir,4,1,66.8,63.2,
Punch,Jammu & Kashmir,5,1,66,64.7,
Rajouri,Jammu & Kashmir,6,1,68.9,67.9,
Kathua,Jammu & Kashmir,7,1,79.4,77.8,
Baramula,Jammu & Kashmir,8,1,66.9,64,
Bandipore,Jammu & Kashmir,9,1,61.3,59.9,
Srinagar,Jammu & Kashmir,10,1,74.3,,74.6
Ganderbal,Jammu & Kashmir,11,1,61,57.7,
Pulwama,Jammu & Kashmir,12,1,68.1,67.6,
Shupiyan,Jammu & Kashmir,13,1,65.4,64.4,
Anantnag,Jammu & Kashmir,14,1,65.3,63.1,
Kulgam,Jammu & Kashmir,15,1,61.8,60.5,
Doda,Jammu & Kashmir,16,1,54.9,52.6,
Ramban,Jammu & Kashmir,17,1,44.7,43.2,
Kishtwar,Jammu & Kashmir,18,1,51.8,50.5,
Udhampur,Jammu & Kashmir,19,1,70.7,67.7,
Reasi,Jammu & Kashmir,20,1,63.9,63.6,
Jammu,Jammu & Kashmir,21,1,85.3,81.7,89.2
Samba,Jammu & Kashmir,22,1,81.2,80.8,
Chamba,Himachal Pradesh,23,2,75,73.7,
Kangra,Himachal Pradesh,24,2,94.3,94.3,
Lahul and Spiti,Himachal Pradesh,25,2,80.9,80.9,
Kullu,Himachal Pradesh,26,2,82.3,82.1,
Mandi,Himachal Pradesh,27,2,86.9,86.2,
Hamirpur,Himachal Pradesh,28,2,97.8,97.7,
Una,Himachal Pradesh,29,2,91.9,91.9,
Bilaspur,Himachal Pradesh,30,2,92.1,92.2,
Solan,Himachal Pradesh,31,2,86.1,85.8,
Sirmaur,Himachal Pradesh,32,2,82.1,80.8,
Shimla,Himachal Pradesh,33,2,85.8,82.6,
Kinnaur,Himachal Pradesh,34,2,87.7,87.7,
Gurdaspur,Punjab,35,3,88.2,86.7,
Kapurthala,Punjab,36,3,87.1,87.4,86.7
Jalandhar,Punjab,37,3,89.1,87.1,90.9
Hoshiarpur,Punjab,38,3,90.4,90.1,
Sahid Bhagat Singh Nagar,Punjab,39,3,86.7,87.3,84.5
Fatehgarh Sahib,Punjab,40,3,88.4,88.9,87.4
Ludhiana,Punjab,41,3,85,86.6,83.9
Moga,Punjab,42,3,77.9,74.7,
Firozpur,Punjab,43,3,67.7,62.6,
Muktsar,Punjab,44,3,77.4,70.4,
Faridkot,Punjab,45,3,76.9,74.6,83.3
Bathinda,Punjab,46,3,76.2,70.9,82.7
Mansa,Punjab,47,3,68.4,65.9,
Patiala,Punjab,48,3,83.6,77.1,90.8
Amritsar,Punjab,49,3,78.5,71.2,85
Tarn Taran,Punjab,50,3,75.5,74.2,
Rup Nagar,Punjab,51,3,88.6,90,
Sahibzada Ajit Singh Nagar,Punjab,52,3,84.3,80.8,87.2
Sangrur,Punjab,53,3,74.3,71.5,
Barnala,Punjab,54,3,77.1,75,81.1
Uttarkashi,Uttarakhand,56,5,71.2,69.3,
Chamoli,Uttarakhand,57,5,85.8,84.1,
Rudraprayag,Uttarakhand,58,5,83.3,82.6,
Tehri Garhwal,Uttarakhand,59,5,77.1,73,
Dehradun,Uttarakhand,60,5,84.6,79.4,87.4
Garhwal,Uttarakhand,61,5,87.2,86.2,
Pithoragarh,Uttarakhand,62,5,79,75.7,
Bageshwar,Uttarakhand,63,5,79.5,79,
Almora,Uttarakhand,64,5,79.7,78.4,
Champawat,Uttarakhand,65,5,74,72.7,
Nainital,Uttarakhand,66,5,84.9,83,87.5
Udham Singh Nagar,Uttarakhand,67,5,66,63.6,69.7
Hardwar,Uttarakhand,68,5,66.5,61.1,73.3
Panchkula,Haryana,69,6,85.7,79,89.8
Ambala,Haryana,70,6,90,85.8,94.9
Yamunanagar,Haryana,71,6,84.3,80.9,89.4
Kurukshetra,Haryana,72,6,80.4,79,
Kaithal,Haryana,73,6,73.1,70.6,
Karnal,Haryana,74,6,78.4,74.4,87.3
Panipat,Haryana,75,6,78.6,79.5,77.8
Sonipat,Haryana,76,6,82.1,80.8,84.5
Jind,Haryana,77,6,77.2,74.9,
Fatehabad,Haryana,78,6,71.8,69.2,
Sirsa,Haryana,79,6,70.3,65.2,
Hisar,Haryana,80,6,73.3,67.7,84.9
Bhiwani,Haryana,81,6,76.2,75.1,
Rohtak,Haryana,82,6,78,76.5,80.2
Jhajjar,Haryana,83,6,82.5,81.9,
Mahendragarh,Haryana,84,6,79,77.1,
Rewari,Haryana,85,6,77.6,77.9,
Gurgaon,Haryana,86,6,74.6,79.2,73.1
Mewat,Haryana,87,6,35.6,33.6,
Faridabad,Haryana,88,6,74.2,,76.6
Palwal,Haryana,89,6,59.8,54.1,
North West,NCT Delhi,90,7,76.2,,76
North,NCT Delhi,91,7,83.5,,83.3
North East,NCT Delhi,92,7,83.7,,83.7
East,NCT Delhi,93,7,84.6,,84.6
New Delhi,NCT Delhi,94,7,83,,83
Central,NCT Delhi,95,7,86.7,,86.7
West,NCT Delhi,96,7,86.6,,86.6
South West,NCT Delhi,97,7,81.6,,81.6
South,NCT Delhi,98,7,80.4,,80.4
Ganganagar,Rajasthan,99,8,69,67,
Hanumangarh,Rajasthan,100,8,62.6,60.7,
Bikaner,Rajasthan,101,8,59.8,48.5,77.3
Churu,Rajasthan,102,8,58.1,54.9,
Jhunjhunun,Rajasthan,103,8,68.7,68.5,
Alwar,Rajasthan,104,8,59.1,55.5,
Bharatpur,Rajasthan,105,8,52.5,47.2,
Dhaulpur,Rajasthan,106,8,57.1,50.8,
Karauli,Rajasthan,107,8,49.3,46.5,
Sawai Madhopur,Rajasthan,108,8,44.9,39.7,
Dausa,Rajasthan,109,8,57.3,52.9,
Jaipur,Rajasthan,110,8,68.6,57.3,79.7
Sikar,Rajasthan,111,8,66.5,64.9,
Nagaur,Rajasthan,112,8,53.2,48.8,
Jodhpur,Rajasthan,113,8,55.7,44.3,77.2
Jaisalmer,Rajasthan,114,8,37,33.1,
Barmer,Rajasthan,115,8,37.8,35,
Jalor,Rajasthan,116,8,41.7,38.8,
Sirohi,Rajasthan,117,8,43.5,39.2,
Pali,Rajasthan,118,8,57.8,52.3,
Ajmer,Rajasthan,119,8,65.1,53.8,82.6
Tonk,Rajasthan,120,8,52.1,46.1,
Bundi,Rajasthan,121,8,51.8,46.5,
Bhilwara,Rajasthan,122,8,48.5,40.4,
Rajsamand,Rajasthan,123,8,59,54.7,
Dungarpur,Rajasthan,124,8,53.9,51.5,
Banswara,Rajasthan,125,8,44.1,40.4,
Chittaurgarh,Rajasthan,126,8,48.6,42.1,
Kota,Rajasthan,127,8,70.6,59,77.8
Baran,Rajasthan,128,8,52.9,49.7,
Jhalawar,Rajasthan,129,8,49.9,44.1,
Udaipur,Rajasthan,130,8,50.5,41.6,
Pratapgarh,Rajasthan,131,8,45.7,42.7,
Saharanpur,Uttar Pradesh,132,9,65.7,61.9,73.7
Muzaffarnagar,Uttar Pradesh,133,9,64.4,63.7,
Bijnor,Uttar Pradesh,134,9,66.5,63.3,
Moradabad,Uttar Pradesh,135,9,50.4,44.5,60.7
Rampur,Uttar Pradesh,136,9,45.8,39.6,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,57.3,55.1,
Meerut,Uttar Pradesh,138,9,70.4,67.3,71.8
Baghpat,Uttar Pradesh,139,9,70.2,68.5,
Ghaziabad,Uttar Pradesh,140,9,74.6,63.9,78.4
Gautam Buddha Nagar,Uttar Pradesh,141,9,74.1,67.1,77.6
Bulandshahr,Uttar Pradesh,142,9,58.9,58.8,
Aligarh,Uttar Pradesh,143,9,58.9,53,69.4
Mahamaya Nagar,Uttar Pradesh,144,9,66,62.7,
Mathura,Uttar Pradesh,145,9,61.2,55.7,
Agra,Uttar Pradesh,146,9,63,53.3,72.5
Firozabad,Uttar Pradesh,147,9,64.4,61.1,69.6
Mainpuri,Uttar Pradesh,148,9,73.1,72.1,
Budaun,Uttar Pradesh,149,9,40.8,30.8,
Bareilly,Uttar Pradesh,150,9,48.5,40,60.8
Pilibhit,Uttar Pradesh,151,9,53.4,48.8,
Shahjahanpur,Uttar Pradesh,152,9,51.4,47.3,
Kheri,Uttar Pradesh,153,9,44.6,43.3,
Sitapur,Uttar Pradesh,154,9,50.6,46.5,
Hardoi,Uttar Pradesh,155,9,54.2,48.9,
Unnao,Uttar Pradesh,156,9,61.2,57.5,
Lucknow,Uttar Pradesh,157,9,79.4,66.4,85.3
Rae Bareli,Uttar Pradesh,158,9,62.2,60.3,
Farrukhabad,Uttar Pradesh,159,9,66.5,63.5,
Kannauj,Uttar Pradesh,160,9,60.5,60.1,
Etawah,Uttar Pradesh,161,9,74.6,71.7,
Auraiya,Uttar Pradesh,162,9,72.7,69.6,
Kanpur Dehat,Uttar Pradesh,163,9,67.9,67,
Kanpur Nagar,Uttar Pradesh,164,9,82.2,72.2,86.2
Jalaun,Uttar Pradesh,165,9,70.3,65.2,
Jhansi,Uttar Pradesh,166,9,68,58.8,79
Lalitpur,Uttar Pradesh,167,9,55.1,49.3,
Hamirpur,Uttar Pradesh,168,9,65.6,59.8,
Mahoba,Uttar Pradesh,169,9,59.8,56.2,
Banda,Uttar Pradesh,170,9,61.8,58,
Chitrakoot,Uttar Pradesh,171,9,51.6,49.3,
Fatehpur,Uttar Pradesh,172,9,61.3,59.8,
Pratapgarh,Uttar Pradesh,173,9,64.1,62.6,
Kaushambi,Uttar Pradesh,174,9,44.4,43.9,
Allahabad,Uttar Pradesh,175,9,66.3,60,
Bara Banki,Uttar Pradesh,176,9,54.3,52.5,
Faizabad,Uttar Pradesh,177,9,63.5,62.8,
Ambedkar Nagar,Uttar Pradesh,178,9,70.9,69,
Sultanpur,Uttar Pradesh,179,9,60.4,59.1,
Bahraich,Uttar Pradesh,180,9,33.8,31.5,
Shrawasti,Uttar Pradesh,181,9,32.7,31,
Balrampur,Uttar Pradesh,182,9,36.8,34.9,
Gonda,Uttar Pradesh,183,9,46.1,44.1,
Siddharthnagar,Uttar Pradesh,184,9,47.1,45.7,
Basti,Uttar Pradesh,185,9,58.4,56.6,
Sant Kabir Nagar,Uttar Pradesh,186,9,56,54.8,
Maharajganj,Uttar Pradesh,187,9,47.1,45.9,
Gorakhpur,Uttar Pradesh,188,9,66.4,60.9,
Kushinagar,Uttar Pradesh,189,9,56.4,54.9,
Deoria,Uttar Pradesh,190,9,64.4,61.7,
Azamgarh,Uttar Pradesh,191,9,70.7,67.7,
Mau,Uttar Pradesh,192,9,67.6,68.8,
Ballia,Uttar Pradesh,193,9,65,63.1,
Jaunpur,Uttar Pradesh,194,9,67.4,67.3,
Ghazipur,Uttar Pradesh,195,9,65.4,63.4,
Chandauli,Uttar Pradesh,196,9,65.1,62.5,
Varanasi,Uttar Pradesh,197,9,70.5,64.3,77.3
Sant Ravidas Nagar,Uttar Pradesh,198,9,63.4,60.8,
Mirzapur,Uttar Pradesh,199,9,60.7,59.1,
