district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,13.1,14.8,
Badgam,Jammu & Kashmir,2,1,7.8,7,
Leh(Ladakh),Jammu & Kashmir,3,1,10.4,9.5,11.8
Kargil,Jammu & Kashmir,4,1,8.9,8.2,
Punch,Jammu & Kashmir,5,1,13.6,13.9,
Rajouri,Jammu & Kashmir,6,1,21.1,21.6,
Kathua,Jammu & Kashmir,7,1,10.1,10.6,
Baramula,Jammu & Kashmir,8,1,11,11.6,
Bandipore,Jammu & Kashmir,9,1,13.8,14.8,
Srinagar,Jammu & Kashmir,10,1,6.9,,6.9
Ganderbal,Jammu & Kashmir,11,1,12.7,14.4,
Pulwama,Jammu & Kashmir,12,1,6.3,6.6,
Shupiyan,Jammu & Kashmir,13,1,8,8.4,
Anantnag,Jammu & Kashmir,14,1,12.2,12.6,
Kulgam,Jammu & Kashmir,15,1,9.3,10.2,
Doda,Jammu & Kashmir,16,1,23.7,24.2,
Ramban,Jammu & Kashmir,17,1,19.7,20.2,
Kishtwar,Jammu & Kashmir,18,1,15.2,14.8,
Udhampur,Jammu & Kashmir,19,1,7.9,8.5,
Reasi,Jammu & Kashmir,20,1,15.3,15.9,
Jammu,Jammu & Kashmir,21,1,12.4,13.3,11.3
Samba,Jammu & Kashmir,22,1,20.7,20.8,
Chamba,Himachal Pradesh,23,2,16.1,15.5,
Kangra,Himachal Pradesh,24,2,18.8,18.9,
Lahul and Spiti,Himachal Pradesh,25,2,12.9,12.9,
Kullu,Himachal Pradesh,26,2,15.4,15.1,
Mandi,Himachal Pradesh,27,2,16.2,15.1,
Hamirpur,Himachal Pradesh,28,2,20,19.7,
Una,Himachal Pradesh,29,2,20.7,20.2,
Bilaspur,Himachal Pradesh,30,2,16.4,16.1,
Solan,Himachal Pradesh,31,2,9.9,9.1,
Sirmaur,Himachal Pradesh,32,2,13.6,13.3,
Shimla,Himachal Pradesh,33,2,8.9,7.9,
Kinnaur,Himachal Pradesh,34,2,11.8,11.8,
Gurdaspur,Punjab,35,3,5.2,5.5,
Kapurthala,Punjab,36,3,8.2,8.5,7.8
Jalandhar,Punjab,37,3,11.2,15.3,8
Hoshiarpur,Punjab,38,3,9,10.3,
Sahid Bhagat Singh Nagar,Punjab,39,3,12.4,13.5,8.2
Fatehgarh Sahib,Punjab,40,3,6.1,4.5,9.9
Ludhiana,Punjab,41,3,5,5.9,4.5
Moga,Punjab,42,3,6.4,7.4,
Firozpur,Punjab,43,3,4.2,3.5,
Muktsar,Punjab,44,3,1.9,1.7,
Faridkot,Punjab,45,3,5.6,6.8,2.3
Bathinda,Punjab,46,3,3.8,3.6,3.9
Mansa,Punjab,47,3,4.9,4.8,
Patiala,Punjab,48,3,3.7,3.1,4.3
Amritsar,Punjab,49,3,4,4.6,3.6
Tarn Taran,Punjab,50,3,3.5,3.8,
Rup Nagar,Punjab,51,3,10.7,11,
Sahibzada Ajit Singh Nagar,Punjab,52,3,6.8,6.5,6.9
Sangrur,Punjab,53,3,11.9,12.2,
Barnala,Punjab,54,3,5.5,5.7,5.2
Uttarkashi,Uttarakhand,56,5,11.2,11,
Chamoli,Uttarakhand,57,5,14.2,13.3,
Rudraprayag,Uttarakhand,58,5,11.6,11.9,
Tehri Garhwal,Uttarakhand,59,5,15.6,16,
Dehradun,Uttarakhand,60,5,11.7,16.3,9
Garhwal,Uttarakhand,61,5,15.6,16.5,
Pithoragarh,Uttarakhand,62,5,11.6,10.2,
Bageshwar,Uttarakhand,63,5,17.8,18,
Almora,Uttarakhand,64,5,14.8,14.5,
Champawat,Uttarakhand,65,5,13.6,13.2,
Nainital,Uttarakhand,66,5,18.2,20,15.7
Udham Singh Nagar,Uttarakhand,67,5,19.1,18.3,20.4
Hardwar,Uttarakhand,68,5,17.8,20.1,15.1
Panchkula,Haryana,69,6,2.8,2.8,2.7
Ambala,Haryana,70,6,1.9,2,1.8
Yamunanagar,Haryana,71,6,4.3,4.3,4.3
Kurukshetra,Haryana,72,6,6.3,5.9,
Kaithal,Haryana,73,6,5.3,3.6,
Karnal,Haryana,74,6,5,4.5,6.2
Panipat,Haryana,75,6,4.3,3.4,5.1
Sonipat,Haryana,76,6,5.4,5.8,4.5
Jind,Haryana,77,6,3.4,3.2,
Fatehabad,Haryana,78,6,2.6,2.8,
Sirsa,Haryana,79,6,5.4,5.2,
Hisar,Haryana,80,6,7.5,7.9,6.7
Bhiwani,Haryana,81,6,6.9,6.4,
Rohtak,Haryana,82,6,7.2,8.5,5.4
Jhajjar,Haryana,83,6,6.6,7.1,
Mahendragarh,Haryana,84,6,7.5,7.7,
Rewari,Haryana,85,6,13.4,13.8,
Gurgaon,Haryana,86,6,14.1,14.2,14.1
Mewat,Haryana,87,6,31,29.4,
Faridabad,Haryana,88,6,21.9,,21
Palwal,Haryana,89,6,19,20,
North West,NCT Delhi,90,7,15.9,,16.1
North,NCT Delhi,91,7,21.1,,20.9
North East,NCT Delhi,92,7,14.6,,14.6
