district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,81.3,80.4,
Badgam,Jammu & Kashmir,2,1,86.3,84.3,
Leh(Ladakh),Jammu & Kashmir,3,1,76.9,74,81.5
Kargil,Jammu & Kashmir,4,1,82,82.3,
Punch,Jammu & Kashmir,5,1,70.5,70.5,
Rajouri,Jammu & Kashmir,6,1,55.8,55.9,
Kathua,Jammu & Kashmir,7,1,82.7,81.3,
Baramula,Jammu & Kashmir,8,1,86.8,85.7,
Bandipore,Jammu & Kashmir,9,1,83.1,81.3,
Srinagar,Jammu & Kashmir,10,1,85,,85
Ganderbal,Jammu & Kashmir,11,1,81.2,83.4,
Pulwama,Jammu & Kashmir,12,1,92.3,92.3,
Shupiyan,Jammu & Kashmir,13,1,88.9,89.4,
Anantnag,Jammu & Kashmir,14,1,76.7,74.5,
Kulgam,Jammu & Kashmir,15,1,87.2,90.2,
Doda,Jammu & Kashmir,16,1,42.1,39.6,
Ramban,Jammu & Kashmir,17,1,62.3,62.1,
Kishtwar,Jammu & Kashmir,18,1,64.1,64.6,
Udhampur,Jammu & Kashmir,19,1,78.3,76.2,
Reasi,Jammu & Kashmir,20,1,54.2,55.2,
Jammu,Jammu & Kashmir,21,1,84.4,80.2,90
Samba,Jammu & Kashmir,22,1,71.9,73.3,
Chamba,Himachal Pradesh,23,2,57.2,56.2,
Kangra,Himachal Pradesh,24,2,74.5,74.6,
Lahul and Spiti,Himachal Pradesh,25,2,71.4,71.4,
Kullu,Himachal Pradesh,26,2,82.1,82.5,
Mandi,Himachal Pradesh,27,2,61.1,61,
Hamirpur,Himachal Pradesh,28,2,70.1,69.9,
Una,Himachal Pradesh,29,2,68.3,67.9,
Bilaspur,Himachal Pradesh,30,2,71.8,72.6,
Solan,Himachal Pradesh,31,2,73.3,70.8,
Sirmaur,Himachal Pradesh,32,2,70.7,69.6,
Shimla,Himachal Pradesh,33,2,78.2,73.8,
Kinnaur,Himachal Pradesh,34,2,82.2,82.2,
Gurdaspur,Punjab,35,3,72,74,
Kapurthala,Punjab,36,3,90.7,90.3,91.4
Jalandhar,Punjab,37,3,82.4,80.2,83.6
Hoshiarpur,Punjab,38,3,70.4,69.2,
Sahid Bhagat Singh Nagar,Punjab,39,3,90.9,91.7,-88.1
Fatehgarh Sahib,Punjab,40,3,80.3,81.1,78.7
Ludhiana,Punjab,41,3,79.9,86.8,75.7
Moga,Punjab,42,3,74.2,74,
Firozpur,Punjab,43,3,61.9,64.9,
Muktsar,Punjab,44,3,68.3,72.1,
Faridkot,Punjab,45,3,73,68.9,83.2
Bathinda,Punjab,46,3,79.6,91,68.3
Mansa,Punjab,47,3,66.6,65.8,
Patiala,Punjab,48,3,72.8,68.3,77.7
Amritsar,Punjab,49,3,85.2,83.3,86.9
Tarn Taran,Punjab,50,3,77.3,79.6,
Rup Nagar,Punjab,51,3,79.1,81.9,
Sahibzada Ajit Singh Nagar,Punjab,52,3,86.9,90.5,84.2
Sangrur,Punjab,53,3,57.4,56,
Barnala,Punjab,54,3,68.5,64.1,77.4
Uttarkashi,Uttarakhand,56,5,43.8,42.5,
Chamoli,Uttarakhand,57,5,49.2,47,
Rudraprayag,Uttarakhand,58,5,55.5,51.8,
Tehri Garhwal,Uttarakhand,59,5,53.8,48.2,
Dehradun,Uttarakhand,60,5,71.9,68.1,75.2
Garhwal,Uttarakhand,61,5,61.4,59.5,
Pithoragarh,Uttarakhand,62,5,49.9,48.9,
Bageshwar,Uttarakhand,63,5,42,41.1,
Almora,Uttarakhand,64,5,57.7,56.3,
Champawat,Uttarakhand,65,5,43.7,41.9,
Nainital,Uttarakhand,66,5,65.7,55.8,80.9
Udham Singh Nagar,Uttarakhand,67,5,46.4,44.5,49.4
Hardwar,Uttarakhand,68,5,42.6,33.8,53.3
Panchkula,Haryana,69,6,86.7,72.9,96.2
Ambala,Haryana,70,6,78.2,74.9,81.6
Yamunanagar,Haryana,71,6,90.5,92.9,86.8
Kurukshetra,Haryana,72,6,74.5,74.4,
Kaithal,Haryana,73,6,78.6,81.6,
Karnal,Haryana,74,6,80.2,81,78.3
Panipat,Haryana,75,6,72.6,66.9,77.9
Sonipat,Haryana,76,6,72.9,73.5,71.4
Jind,Haryana,77,6,82.5,81.4,
Fatehabad,Haryana,78,6,87.5,88.4,
Sirsa,Haryana,79,6,77.2,71.5,
Hisar,Haryana,80,6,59.8,57.4,67.6
Bhiwani,Haryana,81,6,70.9,66.1,
Rohtak,Haryana,82,6,73.2,74.4,71.3
Jhajjar,Haryana,83,6,68.6,59.4,
Mahendragarh,Haryana,84,6,74.1,72.9,
Rewari,Haryana,85,6,54.7,59.3,
Gurgaon,Haryana,86,6,38.3,29.5,40.8
Mewat,Haryana,87,6,12.8,12.1,
Faridabad,Haryana,88,6,48.3,,49.5
Palwal,Haryana,89,6,30.7,23.1,
North West,NCT Delhi,90,7,54,,53.9
North,NCT Delhi,91,7,62.3,,61.9
North East,NCT Delhi,92,7,63.9,,63.9
East,NCT Delhi,93,7,56.2,,56.2
New Delhi,NCT Delhi,94,7,56.4,,56.4
Central,NCT Delhi,95,7,69.6,,69.6
West,NCT Delhi,96,7,77,,77
South West,NCT Delhi,97,7,61.6,,60.8
South,NCT Delhi,98,7,68,,68
Ganganagar,Rajasthan,99,8,64.8,62.3,
Hanumangarh,Rajasthan,100,8,70.7,67.7,
Bikaner,Rajasthan,101,8,67.5,60.6,79.8
Churu,Rajasthan,102,8,56.7,55.1,
Jhunjhunun,Rajasthan,103,8,63.3,61.4,
Alwar,Rajasthan,104,8,52,49.9,
Bharatpur,Rajasthan,105,8,44.8,42.7,
Dhaulpur,Rajasthan,106,8,52,50.9,
Karauli,Rajasthan,107,8,47.6,47.5,
Sawai Madhopur,Rajasthan,108,8,57.5,51.4,
Dausa,Rajasthan,109,8,57.4,56.3,
Jaipur,Rajasthan,110,8,71.4,62.7,80.1
Sikar,Rajasthan,111,8,81.3,78.8,
Nagaur,Rajasthan,112,8,52.6,53,
Jodhpur,Rajasthan,113,8,60.5,55.6,71
Jaisalmer,Rajasthan,114,8,40.9,38.2,
Barmer,Rajasthan,115,8,48,46.5,
Jalor,Rajasthan,116,8,55,52.9,
Sirohi,Rajasthan,117,8,54.2,54.8,
Pali,Rajasthan,118,8,67.1,66,
Ajmer,Rajasthan,119,8,75.2,72,82.1
Tonk,Rajasthan,120,8,74.7,76.9,
Bundi,Rajasthan,121,8,81.1,81.1,
Bhilwara,Rajasthan,122,8,70,70.3,
Rajsamand,Rajasthan,123,8,70.1,68.2,
Dungarpur,Rajasthan,124,8,73.1,71.6,
Banswara,Rajasthan,125,8,62.7,62.6,
Chittaurgarh,Rajasthan,126,8,69.4,66.3,
Kota,Rajasthan,127,8,85.5,79.3,89.4
Baran,Rajasthan,128,8,76.8,75.7,
Jhalawar,Rajasthan,129,8,66,62.6,
Udaipur,Rajasthan,130,8,59.9,56.8,
Pratapgarh,Rajasthan,131,8,54.2,54.2,
Saharanpur,Uttar Pradesh,132,9,75.2,73.8,78.1
Muzaffarnagar,Uttar Pradesh,133,9,59.7,62.3,
Bijnor,Uttar Pradesh,134,9,63,62.3,
Moradabad,Uttar Pradesh,135,9,62.7,61.4,65.5
Rampur,Uttar Pradesh,136,9,52.9,50.2,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,55.5,52.3,
Meerut,Uttar Pradesh,138,9,64.4,66,63.6
Baghpat,Uttar Pradesh,139,9,64.8,66,
Ghaziabad,Uttar Pradesh,140,9,62,60.2,62.8
Gautam Buddha Nagar,Uttar Pradesh,141,9,69.1,65.7,70.9
Bulandshahr,Uttar Pradesh,142,9,60.9,57.2,
Aligarh,Uttar Pradesh,143,9,51,46.4,60.6
Mahamaya Nagar,Uttar Pradesh,144,9,50.2,47.4,
Mathura,Uttar Pradesh,145,9,58,53.6,
