district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,30.8,30.1,
Badgam,Jammu & Kashmir,2,1,20.4,23,
Leh(Ladakh),Jammu & Kashmir,3,1,20.6,20.5,20.8
Kargil,Jammu & Kashmir,4,1,39.6,42.1,
Punch,Jammu & Kashmir,5,1,27.6,28.1,
Rajouri,Jammu & Kashmir,6,1,36.7,37.1,
Kathua,Jammu & Kashmir,7,1,31.5,32.2,
Baramula,Jammu & Kashmir,8,1,28.6,28.4,
Bandipore,Jammu & Kashmir,9,1,20.5,23.1,
Srinagar,Jammu & Kashmir,10,1,26.9,,27.3
Ganderbal,Jammu & Kashmir,11,1,24.4,24.9,
Pulwama,Jammu & Kashmir,12,1,22.7,22.8,
Shupiyan,Jammu & Kashmir,13,1,22.8,24,
Anantnag,Jammu & Kashmir,14,1,18.2,19,
Kulgam,Jammu & Kashmir,15,1,20.9,22.7,
Doda,Jammu & Kashmir,16,1,36.2,37.5,
Ramban,Jammu & Kashmir,17,1,33.6,34,
Kishtwar,Jammu & Kashmir,18,1,29.3,29.9,
Udhampur,Jammu & Kashmir,19,1,43.1,44.5,
Reasi,Jammu & Kashmir,20,1,25.4,25.3,
Jammu,Jammu & Kashmir,21,1,23.2,25,21
Samba,Jammu & Kashmir,22,1,19.6,18.8,
Chamba,Himachal Pradesh,23,2,29.9,29.4,
Kangra,Himachal Pradesh,24,2,25.6,25.9,
Lahul and Spiti,Himachal Pradesh,25,2,23,23,
Kullu,Himachal Pradesh,26,2,19,19.6,
Mandi,Himachal Pradesh,27,2,26.3,27.5,
Hamirpur,Himachal Pradesh,28,2,29.3,28.8,
Una,Himachal Pradesh,29,2,22.6,23.7,
Bilaspur,Himachal Pradesh,30,2,27.2,28.2,
Solan,Himachal Pradesh,31,2,27.6,31.3,
Sirmaur,Himachal Pradesh,32,2,23.5,24.7,
Shimla,Himachal Pradesh,33,2,30.3,27.4,
Kinnaur,Himachal Pradesh,34,2,18.4,18.4,
Gurdaspur,Punjab,35,3,22.4,22.1,
Kapurthala,Punjab,36,3,20.8,19.2,23.6
Jalandhar,Punjab,37,3,29.3,28.3,30
Hoshiarpur,Punjab,38,3,25.7,26.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,23.3,22.3,-27.9
Fatehgarh Sahib,Punjab,40,3,18.7,18.1,20.1
Ludhiana,Punjab,41,3,30.1,21.3,35.1
Moga,Punjab,42,3,28.6,28.7,
Firozpur,Punjab,43,3,28.3,28.4,
Muktsar,Punjab,44,3,31.5,31.6,
Faridkot,Punjab,45,3,34.8,34.5,35.6
Bathinda,Punjab,46,3,24.7,20,29.2
Mansa,Punjab,47,3,29.6,28.7,
Patiala,Punjab,48,3,17.6,16.8,18.6
Amritsar,Punjab,49,3,22.4,20.3,24.7
Tarn Taran,Punjab,50,3,23.2,24.3,
Rup Nagar,Punjab,51,3,19,16.8,
Sahibzada Ajit Singh Nagar,Punjab,52,3,24.1,26.1,22.4
Sangrur,Punjab,53,3,27.3,28.1,
Barnala,Punjab,54,3,24.6,25.8,22.3
Uttarkashi,Uttarakhand,56,5,35.2,36.2,
Chamoli,Uttarakhand,57,5,33.7,37.5,
Rudraprayag,Uttarakhand,58,5,29.9,29,
Tehri Garhwal,Uttarakhand,59,5,30.1,32.2,
Dehradun,Uttarakhand,60,5,28.5,32.9,24.9
Garhwal,Uttarakhand,61,5,22.9,22.9,
Pithoragarh,Uttarakhand,62,5,30.6,31.6,
Bageshwar,Uttarakhand,63,5,25.1,25.2,
Almora,Uttarakhand,64,5,32.9,34.3,
Champawat,Uttarakhand,65,5,30.5,31.4,
Nainital,Uttarakhand,66,5,32.1,33.7,29.5
Udham Singh Nagar,Uttarakhand,67,5,37.8,36.8,39.3
Hardwar,Uttarakhand,68,5,39.1,38.5,39.9
Panchkula,Haryana,69,6,21.5,26.1,18.2
Ambala,Haryana,70,6,19.8,24.5,13.1
Yamunanagar,Haryana,71,6,30,27.4,34.4
Kurukshetra,Haryana,72,6,31.9,32.4,
Kaithal,Haryana,73,6,33.6,35.8,
Karnal,Haryana,74,6,41,43.5,34.6
Panipat,Haryana,75,6,44.6,40.1,48.7
Sonipat,Haryana,76,6,40.2,34.6,52.5
Jind,Haryana,77,6,26,27.2,
Fatehabad,Haryana,78,6,28.5,30.1,
Sirsa,Haryana,79,6,34.2,34.5,
Hisar,Haryana,80,6,25.6,25.5,25.9
Bhiwani,Haryana,81,6,35.1,36.8,
Rohtak,Haryana,82,6,36.6,35.5,38.4
Jhajjar,Haryana,83,6,22.3,19,
Mahendragarh,Haryana,84,6,23.5,24.7,
Rewari,Haryana,85,6,27.8,28.3,
Gurgaon,Haryana,86,6,41.2,28.5,44.3
Mewat,Haryana,87,6,52.3,53,
Faridabad,Haryana,88,6,29.7,,28
Palwal,Haryana,89,6,34,37.6,
North West,NCT Delhi,90,7,38.6,,38.5
North,NCT Delhi,91,7,28.5,,29.2
North East,NCT Delhi,92,7,27.9,,27.9
East,NCT Delhi,93,7,22.5,,22.5
New Delhi,NCT Delhi,94,7,28.5,,28.5
Central,NCT Delhi,95,7,36.6,,36.6
West,NCT Delhi,96,7,37.4,,37.4
South West,NCT Delhi,97,7,32.7,,33
South,NCT Delhi,98,7,31.3,,31.3
Ganganagar,Rajasthan,99,8,29.1,28.1,
Hanumangarh,Rajasthan,100,8,35,35.3,
Bikaner,Rajasthan,101,8,33.7,35.6,29.6
Churu,Rajasthan,102,8,31.2,32.1,
