district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,5.1,5.8,
Badgam,Jammu & Kashmir,2,1,4.2,3.7,
Leh(Ladakh),Jammu & Kashmir,3,1,12.4,7.4,20.8
Kargil,Jammu & Kashmir,4,1,6.8,7.4,
Punch,Jammu & Kashmir,5,1,17.7,18.3,
Rajouri,Jammu & Kashmir,6,1,11.1,11.2,
Kathua,Jammu & Kashmir,7,1,15.3,15.3,
Baramula,Jammu & Kashmir,8,1,14.5,15,
Bandipore,Jammu & Kashmir,9,1,6.2,6.6,
Srinagar,Jammu & Kashmir,10,1,24.8,,23.8
Ganderbal,Jammu & Kashmir,11,1,4.6,5.1,
Pulwama,Jammu & Kashmir,12,1,10.4,10.5,
Shupiyan,Jammu & Kashmir,13,1,8.5,8.4,
Anantnag,Jammu & Kashmir,14,1,5.4,3.3,
Kulgam,Jammu & Kashmir,15,1,7.4,8.1,
Doda,Jammu & Kashmir,16,1,13.2,13.8,
Ramban,Jammu & Kashmir,17,1,16.2,16.4,
Kishtwar,Jammu & Kashmir,18,1,16.3,15.5,
Udhampur,Jammu & Kashmir,19,1,13.2,11.9,
Reasi,Jammu & Kashmir,20,1,17.4,18.7,
Jammu,Jammu & Kashmir,21,1,13.7,9.5,18.9
Samba,Jammu & Kashmir,22,1,5.2,5.1,
Chamba,Himachal Pradesh,23,2,15,15.4,
Kangra,Himachal Pradesh,24,2,11.3,11.5,
Lahul and Spiti,Himachal Pradesh,25,2,20.8,20.8,
Kullu,Himachal Pradesh,26,2,11.3,9.9,
Mandi,Himachal Pradesh,27,2,13.1,12.2,
Hamirpur,Himachal Pradesh,28,2,12.6,12.2,
Una,Himachal Pradesh,29,2,10.7,10.7,
Bilaspur,Himachal Pradesh,30,2,13.1,13.4,
Solan,Himachal Pradesh,31,2,17.5,17.9,
Sirmaur,Himachal Pradesh,32,2,19.5,20.4,
Shimla,Himachal Pradesh,33,2,15,13,
Kinnaur,Himachal Pradesh,34,2,12.4,12.4,
Gurdaspur,Punjab,35,3,15.5,18.2,
Kapurthala,Punjab,36,3,18,14.6,23.9
Jalandhar,Punjab,37,3,17.3,21.1,15
Hoshiarpur,Punjab,38,3,16.7,15.1,
Sahid Bhagat Singh Nagar,Punjab,39,3,15.7,14.9,-19.3
Fatehgarh Sahib,Punjab,40,3,14.2,11.8,19.4
