district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,48.6,39.7,
Badgam,Jammu & Kashmir,2,1,61.8,54.7,
Leh(Ladakh),Jammu & Kashmir,3,1,87.7,81.5,98.5
Kargil,Jammu & Kashmir,4,1,43.8,31.8,
Punch,Jammu & Kashmir,5,1,22.5,19.8,
Rajouri,Jammu & Kashmir,6,1,32.6,27.8,
Kathua,Jammu & Kashmir,7,1,40.4,32.7,
Baramula,Jammu & Kashmir,8,1,70.6,64.6,
Bandipore,Jammu & Kashmir,9,1,54.3,47.4,
Srinagar,Jammu & Kashmir,10,1,97,,97.3
Ganderbal,Jammu & Kashmir,11,1,66.6,59.5,
Pulwama,Jammu & Kashmir,12,1,78.6,77.6,
Shupiyan,Jammu & Kashmir,13,1,43.8,39.5,
Anantnag,Jammu & Kashmir,14,1,70,62.2,
Kulgam,Jammu & Kashmir,15,1,50.8,44,
Doda,Jammu & Kashmir,16,1,15.8,11.5,
Ramban,Jammu & Kashmir,17,1,19.8,15.6,
Kishtwar,Jammu & Kashmir,18,1,23.9,19.8,
Udhampur,Jammu & Kashmir,19,1,26.8,15.3,
Reasi,Jammu & Kashmir,20,1,16.5,14.8,
Jammu,Jammu & Kashmir,21,1,73.4,52.9,92.6
Samba,Jammu & Kashmir,22,1,49.6,47.1,
Chamba,Himachal Pradesh,23,2,25.4,20,
Kangra,Himachal Pradesh,24,2,34.9,31.4,
Lahul and Spiti,Himachal Pradesh,25,2,59.9,59.9,
Kullu,Himachal Pradesh,26,2,37.8,33.1,
Mandi,Himachal Pradesh,27,2,23.8,19.9,
Hamirpur,Himachal Pradesh,28,2,24.3,21.7,
Una,Himachal Pradesh,29,2,32.2,28.1,
Bilaspur,Himachal Pradesh,30,2,19.1,14.2,
Solan,Himachal Pradesh,31,2,48.4,35.5,
Sirmaur,Himachal Pradesh,32,2,38.2,29.8,
Shimla,Himachal Pradesh,33,2,67.2,55.3,
Kinnaur,Himachal Pradesh,34,2,66.7,66.7,
Gurdaspur,Punjab,35,3,69.8,59.7,
Kapurthala,Punjab,36,3,76.1,68.3,89.2
Jalandhar,Punjab,37,3,78.7,62.9,91.9
Hoshiarpur,Punjab,38,3,62.7,55.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,55.1,49.5,75.6
Fatehgarh Sahib,Punjab,40,3,69.4,58.7,91.2
Ludhiana,Punjab,41,3,76.8,50.1,92.4
Moga,Punjab,42,3,55.4,43.3,
Firozpur,Punjab,43,3,49.6,37,
Muktsar,Punjab,44,3,59.3,43.3,
Faridkot,Punjab,45,3,64.2,56.1,87.7
Bathinda,Punjab,46,3,62.7,40.3,88.4
Mansa,Punjab,47,3,40.6,28.1,
Patiala,Punjab,48,3,68.6,45.1,93.6
Amritsar,Punjab,49,3,72.8,49.1,92
Tarn Taran,Punjab,50,3,55.1,48.6,
Rup Nagar,Punjab,51,3,67.6,57.6,
Sahibzada Ajit Singh Nagar,Punjab,52,3,80.7,61.8,94
Sangrur,Punjab,53,3,51.8,34.7,
Barnala,Punjab,54,3,54.4,43.2,76.3
Uttarkashi,Uttarakhand,56,5,28.2,21.6,
Chamoli,Uttarakhand,57,5,34.8,22.5,
Rudraprayag,Uttarakhand,58,5,32.5,27.4,
Tehri Garhwal,Uttarakhand,59,5,35.1,20.1,
Dehradun,Uttarakhand,60,5,84.9,67.5,94.5
Garhwal,Uttarakhand,61,5,35.4,25.4,
Pithoragarh,Uttarakhand,62,5,36.8,24.6,
Bageshwar,Uttarakhand,63,5,23,19.8,
Almora,Uttarakhand,64,5,26.6,20,
Champawat,Uttarakhand,65,5,30.4,23,
