district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,2.1,2.1,
Badgam,Jammu & Kashmir,2,1,2.1,2.1,
Leh(Ladakh),Jammu & Kashmir,3,1,1.4,1.2,1.8
Kargil,Jammu & Kashmir,4,1,0.5,0.2,
Punch,Jammu & Kashmir,5,1,1.1,1,
Rajouri,Jammu & Kashmir,6,1,1.6,1.3,
Kathua,Jammu & Kashmir,7,1,2,2,
Baramula,Jammu & Kashmir,8,1,0.8,0.7,
Bandipore,Jammu & Kashmir,9,1,2.2,1.7,
Srinagar,Jammu & Kashmir,10,1,4,,4
Ganderbal,Jammu & Kashmir,11,1,2.3,2.2,
Pulwama,Jammu & Kashmir,12,1,1.4,1.4,
Shupiyan,Jammu & Kashmir,13,1,2.8,2.6,
Anantnag,Jammu & Kashmir,14,1,3.2,2.4,
Kulgam,Jammu & Kashmir,15,1,2.2,1.9,
Doda,Jammu & Kashmir,16,1,2,2.1,
Ramban,Jammu & Kashmir,17,1,0.4,0.4,
Kishtwar,Jammu & Kashmir,18,1,1.1,1,
Udhampur,Jammu & Kashmir,19,1,1.8,1.3,
Reasi,Jammu & Kashmir,20,1,1.3,1.3,
Jammu,Jammu & Kashmir,21,1,3.8,3,4.8
Samba,Jammu & Kashmir,22,1,3.3,3.2,
Chamba,Himachal Pradesh,23,2,2.3,2.2,
Kangra,Himachal Pradesh,24,2,4.1,4.2,
Lahul and Spiti,Himachal Pradesh,25,2,1.2,1.2,
Kullu,Himachal Pradesh,26,2,1.9,1.5,
Mandi,Himachal Pradesh,27,2,1.7,1.1,
Hamirpur,Himachal Pradesh,28,2,3.1,3.3,
Una,Himachal Pradesh,29,2,5.9,5.9,
Bilaspur,Himachal Pradesh,30,2,2.7,2.7,
Solan,Himachal Pradesh,31,2,2.1,2.1,
Sirmaur,Himachal Pradesh,32,2,2.9,2.8,
Shimla,Himachal Pradesh,33,2,3.1,2.7,
Kinnaur,Himachal Pradesh,34,2,1.9,1.9,
Gurdaspur,Punjab,35,3,3.8,3.2,
Kapurthala,Punjab,36,3,3.2,2.8,4
Jalandhar,Punjab,37,3,2.4,3.5,1.4
Hoshiarpur,Punjab,38,3,2.4,2.5,
Sahid Bhagat Singh Nagar,Punjab,39,3,2.9,2.6,4.2
Fatehgarh Sahib,Punjab,40,3,4.1,4.1,4.1
Ludhiana,Punjab,41,3,2.4,3.3,1.9
Moga,Punjab,42,3,2.7,2.6,
Firozpur,Punjab,43,3,2.8,2.8,
Muktsar,Punjab,44,3,2.7,1.9,
Faridkot,Punjab,45,3,2.7,3,1.9
Bathinda,Punjab,46,3,2.1,2.1,2
Mansa,Punjab,47,3,1.5,1.6,
Patiala,Punjab,48,3,2.3,2,2.6
Amritsar,Punjab,49,3,2.5,3,2
Tarn Taran,Punjab,50,3,3.1,3.2,
Rup Nagar,Punjab,51,3,4,3.5,
Sahibzada Ajit Singh Nagar,Punjab,52,3,2.5,1.6,3.3
Sangrur,Punjab,53,3,2.2,1.8,
Barnala,Punjab,54,3,2.1,2.1,2
Uttarkashi,Uttarakhand,56,5,2.1,2.1,
Chamoli,Uttarakhand,57,5,1.9,2.1,
Rudraprayag,Uttarakhand,58,5,1.6,1.7,
Tehri Garhwal,Uttarakhand,59,5,1.5,1.4,
Dehradun,Uttarakhand,60,5,2.4,2.3,2.6
Garhwal,Uttarakhand,61,5,3.2,3.4,
Pithoragarh,Uttarakhand,62,5,1.7,1.8,
Bageshwar,Uttarakhand,63,5,1.9,1.9,
Almora,Uttarakhand,64,5,1.2,1.1,
Champawat,Uttarakhand,65,5,2.5,2.6,
Nainital,Uttarakhand,66,5,2.7,2.2,3.4
Udham Singh Nagar,Uttarakhand,67,5,3.3,3,3.8
Hardwar,Uttarakhand,68,5,2.6,2.1,3.1
Panchkula,Haryana,69,6,1.2,1.7,0.9
Ambala,Haryana,70,6,1.8,1.4,2.3
Yamunanagar,Haryana,71,6,1.8,1.5,2.4
Kurukshetra,Haryana,72,6,0.7,0.7,
Kaithal,Haryana,73,6,1.5,1.4,
Karnal,Haryana,74,6,2,2.3,1.4
Panipat,Haryana,75,6,4.3,1.7,6.6
Sonipat,Haryana,76,6,1.8,1.7,2
Jind,Haryana,77,6,0.8,0.7,
Fatehabad,Haryana,78,6,1.6,1.4,
Sirsa,Haryana,79,6,1.2,1.1,
Hisar,Haryana,80,6,1.1,0.9,1.5
Bhiwani,Haryana,81,6,1.7,1.5,
Rohtak,Haryana,82,6,1.5,1.2,1.8
Jhajjar,Haryana,83,6,1.8,1.9,
Mahendragarh,Haryana,84,6,0.9,0.9,
Rewari,Haryana,85,6,1.8,2.1,
Gurgaon,Haryana,86,6,1.8,2.4,1.6
Mewat,Haryana,87,6,1.3,1.3,
Faridabad,Haryana,88,6,3,,3.1
Palwal,Haryana,89,6,2.3,1.6,
North West,NCT Delhi,90,7,3.1,,3
North,NCT Delhi,91,7,4.7,,4.8
