district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,57.8,58.6,
Badgam,Jammu & Kashmir,2,1,54.2,53,
Leh(Ladakh),Jammu & Kashmir,3,1,34.3,31.8,39.1
Kargil,Jammu & Kashmir,4,1,29.6,31.5,
Punch,Jammu & Kashmir,5,1,28.5,28.1,
Rajouri,Jammu & Kashmir,6,1,33,33.9,
Kathua,Jammu & Kashmir,7,1,38.1,35,
Baramula,Jammu & Kashmir,8,1,45,46.5,
Bandipore,Jammu & Kashmir,9,1,43.5,42,
Srinagar,Jammu & Kashmir,10,1,49.4,,49.4
Ganderbal,Jammu & Kashmir,11,1,42.7,41.9,
Pulwama,Jammu & Kashmir,12,1,49.1,49.2,
Shupiyan,Jammu & Kashmir,13,1,38.8,39.5,
Anantnag,Jammu & Kashmir,14,1,26.8,27.6,
Kulgam,Jammu & Kashmir,15,1,42.7,42.2,
Doda,Jammu & Kashmir,16,1,20.5,20.4,
Ramban,Jammu & Kashmir,17,1,34.4,34.7,
Kishtwar,Jammu & Kashmir,18,1,40.9,39.8,
Udhampur,Jammu & Kashmir,19,1,50,47.6,
Reasi,Jammu & Kashmir,20,1,40.6,41.3,
Jammu,Jammu & Kashmir,21,1,35.5,34.2,36.9
Samba,Jammu & Kashmir,22,1,37.1,37.5,
Chamba,Himachal Pradesh,23,2,50.6,50,
Kangra,Himachal Pradesh,24,2,60.2,61.9,
Lahul and Spiti,Himachal Pradesh,25,2,83.5,83.5,
Kullu,Himachal Pradesh,26,2,60,62.8,
Mandi,Himachal Pradesh,27,2,39.6,36.9,
Hamirpur,Himachal Pradesh,28,2,35.6,35.8,
Una,Himachal Pradesh,29,2,46.6,47.2,
Bilaspur,Himachal Pradesh,30,2,39.1,39.5,
Solan,Himachal Pradesh,31,2,67.7,67.2,
Sirmaur,Himachal Pradesh,32,2,48.1,45.3,
Shimla,Himachal Pradesh,33,2,69.1,72.1,
Kinnaur,Himachal Pradesh,34,2,81,81,
Gurdaspur,Punjab,35,3,55.5,58.4,
Kapurthala,Punjab,36,3,57,60.3,51
Jalandhar,Punjab,37,3,54.1,57.6,51.1
Hoshiarpur,Punjab,38,3,62.3,60.5,
Sahid Bhagat Singh Nagar,Punjab,39,3,65,67.2,55.9
Fatehgarh Sahib,Punjab,40,3,53.7,50.8,60.4
Ludhiana,Punjab,41,3,66,66,66
Moga,Punjab,42,3,47.8,48.9,
Firozpur,Punjab,43,3,57.6,58.4,
Muktsar,Punjab,44,3,48.1,46.3,
Faridkot,Punjab,45,3,42.9,42.9,42.8
Bathinda,Punjab,46,3,46.3,47.2,45.3
Mansa,Punjab,47,3,49.8,49.7,
Patiala,Punjab,48,3,41.1,44,37.8
Amritsar,Punjab,49,3,53.1,54,52.4
Tarn Taran,Punjab,50,3,46.5,48,
Rup Nagar,Punjab,51,3,74.7,75.2,
Sahibzada Ajit Singh Nagar,Punjab,52,3,60.4,63.6,57.6
Sangrur,Punjab,53,3,46.9,47.7,
Barnala,Punjab,54,3,42.6,45.6,37
Uttarkashi,Uttarakhand,56,5,52.3,52.2,
Chamoli,Uttarakhand,57,5,37.3,36.3,
Rudraprayag,Uttarakhand,58,5,37.8,38.8,
Tehri Garhwal,Uttarakhand,59,5,45,44.7,
Dehradun,Uttarakhand,60,5,42.3,45.2,40.6
Garhwal,Uttarakhand,61,5,43,44.3,
Pithoragarh,Uttarakhand,62,5,34.3,35,
Bageshwar,Uttarakhand,63,5,41.1,41.5,
Almora,Uttarakhand,64,5,32.7,32.3,
Champawat,Uttarakhand,65,5,35.7,33.7,
