district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,31.6,29.7,
Badgam,Jammu & Kashmir,2,1,44.4,42,
Leh(Ladakh),Jammu & Kashmir,3,1,47.9,43.9,55
Kargil,Jammu & Kashmir,4,1,22.7,23.6,
Punch,Jammu & Kashmir,5,1,39.4,39.8,
Rajouri,Jammu & Kashmir,6,1,33.7,34.4,
Kathua,Jammu & Kashmir,7,1,37.6,37.3,
Baramula,Jammu & Kashmir,8,1,18.9,20.4,
Bandipore,Jammu & Kashmir,9,1,26.7,25.8,
Srinagar,Jammu & Kashmir,10,1,47.2,,47.4
Ganderbal,Jammu & Kashmir,11,1,37,39.1,
Pulwama,Jammu & Kashmir,12,1,39.2,39.1,
Shupiyan,Jammu & Kashmir,13,1,33.8,33.5,
Anantnag,Jammu & Kashmir,14,1,21.8,20,
Kulgam,Jammu & Kashmir,15,1,30.8,30.8,
Doda,Jammu & Kashmir,16,1,33.3,31.1,
Ramban,Jammu & Kashmir,17,1,55.9,55.3,
Kishtwar,Jammu & Kashmir,18,1,54.5,53.6,
Udhampur,Jammu & Kashmir,19,1,41.2,39.6,
Reasi,Jammu & Kashmir,20,1,33.9,33.3,
Jammu,Jammu & Kashmir,21,1,29.9,25.5,34.6
Samba,Jammu & Kashmir,22,1,27,27.4,
Chamba,Himachal Pradesh,23,2,20.3,18.8,
Kangra,Himachal Pradesh,24,2,26.3,26.1,
Lahul and Spiti,Himachal Pradesh,25,2,24.6,24.6,
Kullu,Himachal Pradesh,26,2,23.8,23.4,
Mandi,Himachal Pradesh,27,2,23.1,22.8,
Hamirpur,Himachal Pradesh,28,2,21.9,20.8,
Una,Himachal Pradesh,29,2,16.9,16.2,
Bilaspur,Himachal Pradesh,30,2,14.3,13.8,
Solan,Himachal Pradesh,31,2,26.4,25.9,
Sirmaur,Himachal Pradesh,32,2,20.8,20.3,
Shimla,Himachal Pradesh,33,2,30.5,32.5,
Kinnaur,Himachal Pradesh,34,2,34.5,34.5,
Gurdaspur,Punjab,35,3,41.7,41.8,
Kapurthala,Punjab,36,3,39.2,38.2,41
Jalandhar,Punjab,37,3,51.2,55.4,47.6
Hoshiarpur,Punjab,38,3,42.6,37.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,26.1,28.8,15.2
Fatehgarh Sahib,Punjab,40,3,38,37.8,38.5
Ludhiana,Punjab,41,3,32.4,36.3,29.8
Moga,Punjab,42,3,42.3,45.2,
Firozpur,Punjab,43,3,32.9,31.9,
Muktsar,Punjab,44,3,41.3,45.5,
Faridkot,Punjab,45,3,53,56.9,42
Bathinda,Punjab,46,3,37.3,32.9,42.8
Mansa,Punjab,47,3,27.4,23.9,
Patiala,Punjab,48,3,31.4,35,27.5
Amritsar,Punjab,49,3,38.2,38.6,37.9
Tarn Taran,Punjab,50,3,44.6,44.8,
Rup Nagar,Punjab,51,3,52.3,52.7,
Sahibzada Ajit Singh Nagar,Punjab,52,3,48.2,46,49.9
Sangrur,Punjab,53,3,17.2,15.2,
Barnala,Punjab,54,3,31.6,28.7,37.4
Uttarkashi,Uttarakhand,56,5,8.2,7.8,
Chamoli,Uttarakhand,57,5,20.6,19.8,
Rudraprayag,Uttarakhand,58,5,22.9,22,
Tehri Garhwal,Uttarakhand,59,5,12.6,10.6,
Dehradun,Uttarakhand,60,5,20.1,22.9,18.6
Garhwal,Uttarakhand,61,5,11.1,10.2,
Pithoragarh,Uttarakhand,62,5,28.6,28.6,
Bageshwar,Uttarakhand,63,5,16.9,16.3,
Almora,Uttarakhand,64,5,26.6,24.3,
Champawat,Uttarakhand,65,5,17.7,17.7,
Nainital,Uttarakhand,66,5,22,17.8,27.7
Udham Singh Nagar,Uttarakhand,67,5,10.7,8.9,13.5
Hardwar,Uttarakhand,68,5,13.7,10.1,18.2
Panchkula,Haryana,69,6,63,57,66.6
Ambala,Haryana,70,6,55.7,57.3,53.9
Yamunanagar,Haryana,71,6,45.2,40.8,51.8
Kurukshetra,Haryana,72,6,47.7,46.1,
Kaithal,Haryana,73,6,56.6,54.1,
Karnal,Haryana,74,6,57.4,59.2,53.4
Panipat,Haryana,75,6,37.4,35.2,39.3
Sonipat,Haryana,76,6,30.3,30.7,29.5
Jind,Haryana,77,6,58.3,62.7,
Fatehabad,Haryana,78,6,42.4,42.1,
Sirsa,Haryana,79,6,44.7,51.8,
Hisar,Haryana,80,6,31.5,24.8,45.6
Bhiwani,Haryana,81,6,24.4,24.3,
Rohtak,Haryana,82,6,26.7,25.1,28.9
Jhajjar,Haryana,83,6,12.5,9,
Mahendragarh,Haryana,84,6,24.5,24.2,
Rewari,Haryana,85,6,20.3,21,
Gurgaon,Haryana,86,6,15,12.5,15.8
Mewat,Haryana,87,6,8.8,9,
Faridabad,Haryana,88,6,12.8,,13.4
Palwal,Haryana,89,6,6.6,7.2,
North West,NCT Delhi,90,7,28.2,,28.5
North,NCT Delhi,91,7,31.9,,31.6
North East,NCT Delhi,92,7,21.6,,21.6
East,NCT Delhi,93,7,20.6,,20.6
New Delhi,NCT Delhi,94,7,21,,21
Central,NCT Delhi,95,7,30.3,,30.3
West,NCT Delhi,96,7,29.8,,29.8
South West,NCT Delhi,97,7,30.8,,30.8
South,NCT Delhi,98,7,24.7,,24.7
Ganganagar,Rajasthan,99,8,12,12.5,
Hanumangarh,Rajasthan,100,8,14.3,13.2,
Bikaner,Rajasthan,101,8,27.1,26,28.8
Churu,Rajasthan,102,8,25.8,25.1,
Jhunjhunun,Rajasthan,103,8,14,15.2,
Alwar,Rajasthan,104,8,13.5,14.1,
Bharatpur,Rajasthan,105,8,10.1,8.9,
Dhaulpur,Rajasthan,106,8,10.4,10.7,
Karauli,Rajasthan,107,8,12.2,12.1,
Sawai Madhopur,Rajasthan,108,8,15.2,15.4,
Dausa,Rajasthan,109,8,16.2,16.4,
Jaipur,Rajasthan,110,8,27.1,25.5,28.7
Sikar,Rajasthan,111,8,29,27.6,
Nagaur,Rajasthan,112,8,15.5,15.9,
Jodhpur,Rajasthan,113,8,19.5,17.6,23.1
Jaisalmer,Rajasthan,114,8,25.7,26.5,
Barmer,Rajasthan,115,8,11.1,10.9,
Jalor,Rajasthan,116,8,11.6,11.7,
Sirohi,Rajasthan,117,8,29.5,31.7,
Pali,Rajasthan,118,8,12.9,12.7,
Ajmer,Rajasthan,119,8,28.4,25.8,32.4
Tonk,Rajasthan,120,8,20.9,19.8,
Bundi,Rajasthan,121,8,16.5,16.2,
Bhilwara,Rajasthan,122,8,23,24.3,
Rajsamand,Rajasthan,123,8,27.5,24.6,
Dungarpur,Rajasthan,124,8,31,30.4,
Banswara,Rajasthan,125,8,23.5,24.7,
Chittaurgarh,Rajasthan,126,8,13.7,14.4,
Kota,Rajasthan,127,8,15.2,13.2,16.4
Baran,Rajasthan,128,8,27.1,28.1,
Jhalawar,Rajasthan,129,8,9,9,
Udaipur,Rajasthan,130,8,12.1,10.3,
Pratapgarh,Rajasthan,131,8,9.4,9.3,
Saharanpur,Uttar Pradesh,132,9,12.9,12.6,13.3
Muzaffarnagar,Uttar Pradesh,133,9,15,15.3,
Bijnor,Uttar Pradesh,134,9,15,14.5,
Moradabad,Uttar Pradesh,135,9,10,9,11.7
Rampur,Uttar Pradesh,136,9,7.5,6.8,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,19.4,18.6,
Meerut,Uttar Pradesh,138,9,13,12.9,13
Baghpat,Uttar Pradesh,139,9,13.6,11.2,
Ghaziabad,Uttar Pradesh,140,9,14.9,22.3,12.2
Gautam Buddha Nagar,Uttar Pradesh,141,9,17.6,16.4,18.2
Bulandshahr,Uttar Pradesh,142,9,14.5,13.1,
Aligarh,Uttar Pradesh,143,9,14.2,14.5,13.7
Mahamaya Nagar,Uttar Pradesh,144,9,11.2,10.4,
Mathura,Uttar Pradesh,145,9,16.4,17.2,
Agra,Uttar Pradesh,146,9,16.3,15.8,16.8
Firozabad,Uttar Pradesh,147,9,9.4,8.1,11.4
Mainpuri,Uttar Pradesh,148,9,9.7,9.3,
Budaun,Uttar Pradesh,149,9,7,6.8,
Bareilly,Uttar Pradesh,150,9,12,10.4,14.3
Pilibhit,Uttar Pradesh,151,9,13.7,12.8,
Shahjahanpur,Uttar Pradesh,152,9,8.1,8.2,
Kheri,Uttar Pradesh,153,9,5.7,5.6,
Sitapur,Uttar Pradesh,154,9,22.6,24.9,
Hardoi,Uttar Pradesh,155,9,7,7.8,
Unnao,Uttar Pradesh,156,9,17.9,18.8,
Lucknow,Uttar Pradesh,157,9,9.7,8.5,10.3
Rae Bareli,Uttar Pradesh,158,9,4.3,3.8,
Farrukhabad,Uttar Pradesh,159,9,7.1,6,
Kannauj,Uttar Pradesh,160,9,10.3,9.7,
Etawah,Uttar Pradesh,161,9,9.4,8.7,
Auraiya,Uttar Pradesh,162,9,6.4,7,
Kanpur Dehat,Uttar Pradesh,163,9,22.7,23.3,
Kanpur Nagar,Uttar Pradesh,164,9,14.4,12.7,15
Jalaun,Uttar Pradesh,165,9,4.4,3.1,
Jhansi,Uttar Pradesh,166,9,24.2,25.8,22.3
Lalitpur,Uttar Pradesh,167,9,25.8,23.7,
Hamirpur,Uttar Pradesh,168,9,7.6,7.9,
Mahoba,Uttar Pradesh,169,9,25.7,28.1,
Banda,Uttar Pradesh,170,9,13.4,13.3,
Chitrakoot,Uttar Pradesh,171,9,4,3.9,
Fatehpur,Uttar Pradesh,172,9,15,15.5,
Pratapgarh,Uttar Pradesh,173,9,13.4,13.7,
Kaushambi,Uttar Pradesh,174,9,12.9,13.1,
Allahabad,Uttar Pradesh,175,9,19.5,17.7,
Bara Banki,Uttar Pradesh,176,9,23.2,20.9,
Faizabad,Uttar Pradesh,177,9,12.5,12.3,
Ambedkar Nagar,Uttar Pradesh,178,9,8.7,9.6,
Sultanpur,Uttar Pradesh,179,9,15.1,14.6,
Bahraich,Uttar Pradesh,180,9,5.1,4.4,
Shrawasti,Uttar Pradesh,181,9,7.3,7.6,
Balrampur,Uttar Pradesh,182,9,3.8,4.1,
Gonda,Uttar Pradesh,183,9,7.8,8.1,
Siddharthnagar,Uttar Pradesh,184,9,7.5,7.8,
Basti,Uttar Pradesh,185,9,13.1,13.2,
Sant Kabir Nagar,Uttar Pradesh,186,9,11.8,11.9,
Maharajganj,Uttar Pradesh,187,9,15.1,14,
Gorakhpur,Uttar Pradesh,188,9,14.9,17.2,
Kushinagar,Uttar Pradesh,189,9,16.8,15.1,
Deoria,Uttar Pradesh,190,9,16.9,15.9,
Azamgarh,Uttar Pradesh,191,9,13.4,14,
Mau,Uttar Pradesh,192,9,9.8,10,
Ballia,Uttar Pradesh,193,9,11.9,10.1,
Jaunpur,Uttar Pradesh,194,9,13.6,13.5,
Ghazipur,Uttar Pradesh,195,9,15.8,15.1,
Chandauli,Uttar Pradesh,196,9,16.8,13.1,
Varanasi,Uttar Pradesh,197,9,13.9,16.5,11.1
Sant Ravidas Nagar,Uttar Pradesh,198,9,8.7,8.6,
Mirzapur,Uttar Pradesh,199,9,17.4,14.3,
