district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,74.8,73.3,
Badgam,Jammu & Kashmir,2,1,87.9,86.2,
Leh(Ladakh),Jammu & Kashmir,3,1,85.2,-80.1,-92
Kargil,Jammu & Kashmir,4,1,79.4,79.2,
Punch,Jammu & Kashmir,5,1,88.2,87.5,
Rajouri,Jammu & Kashmir,6,1,47,46.6,
Kathua,Jammu & Kashmir,7,1,72.2,70,
Baramula,Jammu & Kashmir,8,1,79.7,85.9,
Bandipore,Jammu & Kashmir,9,1,59.2,73.8,
Srinagar,Jammu & Kashmir,10,1,-90.3,,-90.1
Ganderbal,Jammu & Kashmir,11,1,76.8,80.5,
Pulwama,Jammu & Kashmir,12,1,83.4,85,
Shupiyan,Jammu & Kashmir,13,1,73.3,77.3,
Anantnag,Jammu & Kashmir,14,1,65,58.2,
Kulgam,Jammu & Kashmir,15,1,78.3,76.8,
Doda,Jammu & Kashmir,16,1,42.5,40.6,
Ramban,Jammu & Kashmir,17,1,47.4,46.7,
Kishtwar,Jammu & Kashmir,18,1,54.2,50.5,
Udhampur,Jammu & Kashmir,19,1,72.4,69.4,
Reasi,Jammu & Kashmir,20,1,75.7,72.9,
Jammu,Jammu & Kashmir,21,1,-63.8,*,-61.9
Samba,Jammu & Kashmir,22,1,36.5,36.9,
Chamba,Himachal Pradesh,23,2,70.7,70.2,
Kangra,Himachal Pradesh,24,2,-75.6,-75.6,
Lahul and Spiti,Himachal Pradesh,25,2,-43.6,-43.6,
Kullu,Himachal Pradesh,26,2,70,-70.2,
Mandi,Himachal Pradesh,27,2,81.7,79.7,
Hamirpur,Himachal Pradesh,28,2,61.7,-62.6,
Una,Himachal Pradesh,29,2,73.1,75.6,
Bilaspur,Himachal Pradesh,30,2,-55.5,-56.8,
Solan,Himachal Pradesh,31,2,-77.4,-75.4,
Sirmaur,Himachal Pradesh,32,2,63,64.4,
Shimla,Himachal Pradesh,33,2,-89.5,-88.7,
Kinnaur,Himachal Pradesh,34,2,-80.9,-80.9,
Gurdaspur,Punjab,35,3,90.8,-94.7,
Kapurthala,Punjab,36,3,-100,*,-100
Jalandhar,Punjab,37,3,-92,*,-90.2
Hoshiarpur,Punjab,38,3,-97.8,-97.5,
Sahid Bhagat Singh Nagar,Punjab,39,3,-88,-86.2,*
Fatehgarh Sahib,Punjab,40,3,87.8,-88.1,-87.3
Ludhiana,Punjab,41,3,-81.9,*,*
Moga,Punjab,42,3,95.3,-94.2,
Firozpur,Punjab,43,3,87.6,-82.3,
Muktsar,Punjab,44,3,98.3,-97.6,
Faridkot,Punjab,45,3,100,-100,-100
Bathinda,Punjab,46,3,-92.6,*,*
Mansa,Punjab,47,3,86.9,-87.3,
Patiala,Punjab,48,3,96.9,-95.4,-98.1
Amritsar,Punjab,49,3,93.7,-95.3,*
Tarn Taran,Punjab,50,3,98.2,98,
Rup Nagar,Punjab,51,3,-93,-93.9,
Sahibzada Ajit Singh Nagar,Punjab,52,3,85.2,-84.3,-85.7
Sangrur,Punjab,53,3,80.7,-75.4,
Barnala,Punjab,54,3,-98.7,*,*
Uttarkashi,Uttarakhand,56,5,65,64,
Chamoli,Uttarakhand,57,5,54.3,49.6,
Rudraprayag,Uttarakhand,58,5,58.3,58.8,
Tehri Garhwal,Uttarakhand,59,5,51.2,50.3,
Dehradun,Uttarakhand,60,5,61.7,67.1,-54.5
Garhwal,Uttarakhand,61,5,65.4,-67.4,
Pithoragarh,Uttarakhand,62,5,-71.5,-70.8,
Bageshwar,Uttarakhand,63,5,60,60.9,
Almora,Uttarakhand,64,5,52.3,-49.5,
Champawat,Uttarakhand,65,5,52,52.1,
Nainital,Uttarakhand,66,5,61.1,56.7,68.2
Udham Singh Nagar,Uttarakhand,67,5,56.1,58.1,53.7
Hardwar,Uttarakhand,68,5,60.6,61.4,59.4
Panchkula,Haryana,69,6,-95.6,-93.1,*
Ambala,Haryana,70,6,98.4,-97.4,*
Yamunanagar,Haryana,71,6,-82.1,*,*
Kurukshetra,Haryana,72,6,71.7,83.1,
Kaithal,Haryana,73,6,91.2,90.8,
Karnal,Haryana,74,6,90.9,-93.9,-82.2
Panipat,Haryana,75,6,-66.4,*,-70.2
Sonipat,Haryana,76,6,55,-66.2,-34
Jind,Haryana,77,6,82.4,80,
Fatehabad,Haryana,78,6,74.2,70.8,
Sirsa,Haryana,79,6,74.6,74.5,
Hisar,Haryana,80,6,70,-73.3,*
Bhiwani,Haryana,81,6,53.1,51.8,
Rohtak,Haryana,82,6,37,33.6,-43.9
Jhajjar,Haryana,83,6,22.6,-23.9,
Mahendragarh,Haryana,84,6,63.8,65.2,
Rewari,Haryana,85,6,24.3,-24.4,
Gurgaon,Haryana,86,6,16.7,-8.9,-19
Mewat,Haryana,87,6,14.6,12.9,
Faridabad,Haryana,88,6,39.4,,-47.1
Palwal,Haryana,89,6,13.8,16.1,
North West,NCT Delhi,90,7,-57.2,,-57.1
North,NCT Delhi,91,7,-44.5,,-43.6
North East,NCT Delhi,92,7,49.3,,49.3
East,NCT Delhi,93,7,-61,,-61
New Delhi,NCT Delhi,94,7,*,,*
Central,NCT Delhi,95,7,-58.5,,-58.5
West,NCT Delhi,96,7,*,,*
South West,NCT Delhi,97,7,-78.2,,-82
South,NCT Delhi,98,7,-54.6,,-54.6
Ganganagar,Rajasthan,99,8,74.9,78.1,
Hanumangarh,Rajasthan,100,8,58.8,63.2,
Bikaner,Rajasthan,101,8,53.4,52,56.5
Churu,Rajasthan,102,8,58.5,58.8,
Jhunjhunun,Rajasthan,103,8,62.8,69.3,
Alwar,Rajasthan,104,8,37.7,36.1,
Bharatpur,Rajasthan,105,8,42.7,40.1,
Dhaulpur,Rajasthan,106,8,57.6,58.8,
Karauli,Rajasthan,107,8,47.3,47.1,
Sawai Madhopur,Rajasthan,108,8,49.8,48.6,
Dausa,Rajasthan,109,8,62,61.4,
Jaipur,Rajasthan,110,8,49.4,54.4,45.9
Sikar,Rajasthan,111,8,54.5,55.7,
Nagaur,Rajasthan,112,8,39.6,38.6,
Jodhpur,Rajasthan,113,8,41,34.1,55.8
Jaisalmer,Rajasthan,114,8,40.6,41.4,
Barmer,Rajasthan,115,8,38,37.2,
Jalor,Rajasthan,116,8,34.9,34.9,
Sirohi,Rajasthan,117,8,51.2,47,
Pali,Rajasthan,118,8,55.5,53.8,
Ajmer,Rajasthan,119,8,71.7,70,75.3
Tonk,Rajasthan,120,8,74.3,71,
Bundi,Rajasthan,121,8,61.7,66,
Bhilwara,Rajasthan,122,8,77.4,77,
Rajsamand,Rajasthan,123,8,58.6,57.8,
Dungarpur,Rajasthan,124,8,65.3,64.4,
Banswara,Rajasthan,125,8,45.1,46.9,
Chittaurgarh,Rajasthan,126,8,-44.8,-43,
Kota,Rajasthan,127,8,70.5,59.9,78.3
Baran,Rajasthan,128,8,61.2,58.2,
Jhalawar,Rajasthan,129,8,72,70.8,
Udaipur,Rajasthan,130,8,47.6,43.8,
Pratapgarh,Rajasthan,131,8,59.8,60,
Saharanpur,Uttar Pradesh,132,9,71.3,71.9,69.7
Muzaffarnagar,Uttar Pradesh,133,9,63.6,64.7,
Bijnor,Uttar Pradesh,134,9,74.6,77.1,
Moradabad,Uttar Pradesh,135,9,57,56.4,58.2
